,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
622,Alice's dad is coming over for a month to decorate Jo's place. Kim's mom and Alice's parents are going to be here on Saturday. Alice and Kim will meet on Friday after 8 after Alice's yoga class. ,Alice's dad is coming for a month to decorate Jo's place. Alice's mum is here on Saturday. Alice has her yoga class at 6:30. Alice will be back home after 8 pm.,66.67,44.74,56.41,93.45,61.18
623,The scariest place for Jessica was the Capuchin Catacombs in Palermo.,Jessica and Ollie are discussing the scariest place they've been to.,34.78,19.05,26.09,89.12,35.55
624,Maria wants to work as a freelancer. Spencer is an artist. The agency and social media help him to get new clients. He earns around £1000 a month. Spencer encourages Maria to develop her talent and to try freelancing.,"Spencer works 16 hours a week at the cafe. He has to work on his illustrations for the rest of the week. He gets new clients, some of them saw his printing in the shops he sells to and contacted him directly.",26.83,5.0,19.51,87.71,27.2
625,Tim wants to organise a board games night for his colleagues. Joe has some good ideas and tips on where to start. ,Tim is thinking of inviting a few people from work over and suggesting boardgames. Joe advises him how to organize a newbie gaming evening and what games to bring.,27.45,0.0,19.61,91.11,47.32
626,"Richard's, Holy's and Anne's project is due on December 15. Anne and Richard are meeting tomorrow at Starbucks down 8th street at 3pm. Holy's out of town, but she'll do some research tonight and send it to them.","Richard, Holy and Anne will meet at Starbucks at 8th Street at 3 pm tomorrow. Holy will be back on Monday, but she can do some research tonight.",56.76,30.56,51.35,92.86,57.7
627,Gurdun has the flu. He is feeling better. Gurdun hopes he'll be back at the uni on Wednesday. Russ and his team won the last match. ,"Russ is feeling a little better. He will not be back at the university this week, but he hopes to be back on Wednesday. Russ is feeling a little weak at the moment. Russ had the flu three months ago. Russ's team won the last match.",54.05,30.56,43.24,92.5,55.58
628,"Leo, Charlie and Oliver are watching a video with a bizarre prank. Charlie has ambivalent feelings. Leo and Oliver enjoy the video's weirdness very much especially moments 3:24 and 5:24.",Leo shares a video with Charlie and Oliver.,34.15,20.51,34.15,88.96,34.58
629,Mummy and Thessalia send Christmas greetings to each other.,Mummy wishes Thessalia and Mike a happy Christmas.,47.06,0.0,35.29,94.38,66.68
630,JP doesn't want to play because it's time to go to work.,Samara doesn't want to play.,50.0,44.44,50.0,92.54,55.83
631,"Michael can't leave the office before 8 PM, so he's unable to meet with Tom. Michael will call Tom tomorrow.",Michael can't leave the office before 8 pm. He will call Tom tomorrow.,77.78,64.71,77.78,96.5,79.27
632,Dan wants Kevin to buy him a sandwich on his way to work.,Kevin will buy a sandwich for Dan on his way to work.,80.0,43.48,72.0,96.44,78.92
633,Simon and Charlie admire Poland for its anti-immigration policy and the way it defends its values and interests. ,Simon shares a funny and scary photo of immigration policy that reduces the safety level for citizens of the EU.,30.77,5.41,25.64,89.18,35.86
634,"Tilly was supposed to come home by 4 but she got a detention. The school was supposed to inform her parents about it, but didn't do it. Sam is coming back home. Tilly will be home in 40 minutes. She will call Sam then. ",Tilly is leaving school. She will be home for 40 minutes. Sam will call her when she is home.,46.88,16.13,28.12,90.92,46.23
635,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",Mell and Gloria are having a barbecue at Gloria's place. They are thinking about extending the terrace.,40.0,12.5,28.0,90.72,45.0
636,Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,Whitney and Shadrack will accompany Whitney to I-max cinemas on the day of Aqua Man's release.,23.33,6.9,10.0,87.04,23.2
637,"Jacob, Jenny and George are telling each other what they have gotten for Christmas.","Jacob got a punchbag for Christmas, Jenny got training shoes and George got a cooking pot.",40.0,14.29,26.67,89.53,37.99
638,Lincoln has broken Hudson's toilet seat. Hudson will replace a hinge. Lincoln doesn't have to repay Hudson.,Lincoln broke Hudson's toilet seat. He will buy and install a new one.,42.42,19.35,42.42,93.1,59.1
639,Katherine will bring her to Kayla around 11.,Kayla is going to bring her to her dad's place at 11 am.,45.45,20.0,36.36,93.21,59.75
640,Martin is going to help Lorena assemble a new desk. He is coming to her house tomorrow.,Lorena needs help with assembly instructions for a new desk. Martin will help her tomorrow.,50.0,13.33,37.5,94.01,64.52
641,Amy gives Everett permission to give her number to Ralph.,Everett's friend Ralph introduced him to Amy at the pub last week.,34.78,0.0,17.39,90.33,42.71
642,Diane is not happy with Ross prioritising work over spending time with her. ,Diane has to work 2 hours to prepare for tonight.,17.39,0.0,17.39,88.38,31.14
643,"Ed, Valerie, Chris, Lor, Atnee, Jessica, Matt are laughing at the sinfulness of the sex without marriage.","Ed, Valerie, Chris, Atnee and Matt are getting married.",46.15,25.0,46.15,93.39,60.86
644,Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.,Cristina and Gaya will meet next week at Cristina's studio to discuss the shoot.,55.56,11.76,38.89,92.61,56.24
645,Matt and Tony want to go to the concert of Bon Jovi next July in Poland and are planning to buy the tickets that cost 250 PLN before they’re sold out. Phil will think about it and let them know.,Bon Jovi are coming to Warsaw next July. The tickets are very expensive. Phil will buy the tickets for Bon Jovi.,38.71,16.67,25.81,90.93,46.25
646,Dan cooked a successful BBQ meal and will split the bill via Splitwise. He invites everyone who did not eat to remove themselves. ,Dan will split everyone equally. Ashley and Sara didn't have any food from the BBQ. Eric and Gery cooked their own chicken and asparagus. Gerardo removed them from the transaction.,29.63,3.85,14.81,88.36,31.01
647,Camila and Harper agreed to order a meal and watch a movie tonight.,"Harper will buy a bottle of wine, a take-away and stay in for the evening. He will order a meal from the restaurant that they talked about last time. He will watch a movie.",33.33,17.39,29.17,90.71,44.94
648,"Henry and Peter will be late for a birthday party. Michael and Vanessa are on their way. There was a serious accident, and Peter has no idea when they will manage to arrive. Henry will probably come before Peter.",Harry is in a traffic jam. Half of the guests are already here.,7.69,0.0,7.69,86.43,19.61
649,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",Callan's Samsung S8 has a black screen. It overheats and takes a while to restart. It's still under warranty.,46.15,21.62,41.03,91.73,51.0
650,Mike is in London.,Jake is in London.,75.0,66.67,75.0,98.28,89.78
651,"Andrea's son is sick, she is taking a day off and taking him to the doctor's. ",Andrea can't come to work today because her son is sick. Patrick will take his son to the doctor.,36.84,22.22,36.84,93.55,61.79
652,It took Phil a very long time to do the Christmas shopping but he probably managed to get everything. He will be home in an hour. Phil's apple pie will be in the oven when he arrives.,Phil is waiting for Nancy to make an apple pie.,20.83,4.35,20.83,88.16,29.87
653,Piper will get paid tonight. Client liked Piper's work and wants to work with her on a long-term basis.,Bryan's manager will send the payment to Piper tonight. The client liked Piper's work.,48.65,22.86,37.84,92.12,53.3
654,"Richie and Clay saw a very good football game, with one football player chopping the ball back to his foot, which was particularly exciting. Jose has trust in that player. ",Pogba was off the seat when he chopped the ball back to his right foot. He deserved to score after his first 60 minutes.,25.93,15.38,22.22,87.18,24.03
655,"Sybille is angry, because she cannot make a reservation for the flight from Minneapolis to Paris. Air France managed to solve the issue.","Sybille is trying to make her online registration for the flight AF3581 from Minneapolis to Paris the 29th. Her son couldn't get his flight yesterday, so she asked for it to be postponed. Air France gave the file to an agent. Sybille's son is only 16 years old and he has to sleep in the airport.",36.14,17.28,33.73,90.73,45.08
656,"Natalia, Harriet and Lara will book flight tickets today.","Natalia, Harriet and Lara are going to book a flight today.",70.0,33.33,70.0,97.44,84.83
657,Hans asks Slade to bring the ball and come to the practice.,Slade will come to the practice with the ball.,66.67,42.11,47.62,94.82,69.28
658,"Holt asks his girlfriends some advice on a present for his sister on her 21st birthday. Treena recommends cosmetics, whereas Zula suggests DVDs or book series. ",Holt wants to buy cosmetics for his sister's birthday.,32.43,11.43,27.03,90.64,44.55
659,Georgia sent a photo. Roxana and Summer advise Georgia to buy it.,Georgia likes Summer's outfit. She will wear it at parties.,26.09,0.0,26.09,90.37,42.95
660,Miley is tired and doesn't want to work tomorrow.,Miley doesn't want to go to work tomorrow.,73.68,58.82,73.68,96.63,80.03
661,Greg asks Nina to accomodate him for two days while he's on a business trip.,Greg is coming for a business trip. He will stay at Nina's place for two more nights. They will pick him up from work.,48.78,15.38,24.39,89.53,37.95
662,Amal and Amir saw Beyonce's tweet. They think she's great.,Amal likes Beyonce's tweet.,47.06,26.67,47.06,94.49,67.38
663,Alec saw America's got talent. He sent a link to Alexa.,Alec and Alexa are discussing the latest America's got talent show.,50.0,27.27,41.67,90.08,41.21
664,"Kelly hasn't received the rent money, because John sent it to the wrong bank account. He will go to the bank to tackle the issue.",Kelly hasn't received the rent money yet. John sent it to the right account.,63.41,51.28,63.41,94.87,69.61
665,James is heading to work so he's not watching the game.,James is not watching the game.,66.67,50.0,66.67,94.66,68.36
666,Lilian has already told them she is at Helen's place.,Lilian's phone battery is dead and she's at Helen's place.,58.33,27.27,50.0,94.38,66.72
667,Freddy will sing at the school concert and send Simon 3 backing tracks.,Simon and Barbara will sing at the school concert on Friday. Freddy will send Simon backing tracks.,80.0,57.14,66.67,94.9,69.77
668,Tommy took a bus. He enjoyed the weekend with Wayne. They will talk in the evening.,"Tommy's mum forgot to pick him up from the station, so he will take a bus.",36.36,6.45,18.18,91.29,48.37
669,Trevor will meet Tobias at his place at 9 pm.,Tobias and Trevor will meet for a beer at Tobias's place at 9.,66.67,36.36,58.33,94.01,64.5
670,Autumn has sewn a dress.,Israel hasn't had the time yet to sew a dress for Autumn.,33.33,12.5,22.22,92.22,53.92
671,Frances just got back from Vosges. She stayed a week in a farm house with Ferdinand and her dog Aiden. ,Frances and Aiden had a wonderful New Year's Eve in Frances's farm house.,40.0,6.06,28.57,89.53,37.97
672,Paula cannot get past level 637 in her game. She will look up the cheats online. ,Paula finds the game with super hard levels unpleasant.,24.0,0.0,16.0,89.89,40.12
673,Calum and Bethany doubt you can earn 80 thousands as a computer investigator. Calum and Bethany can't imagine taking to customers all day.,There's an ad for a computer investigator and Bethany wants to earn almost 80 thou.,40.0,15.79,30.0,88.05,29.2
674,Jackie's sister is pregnant two years before she planned for it. Jackie is worried about her financial situation.,Jackie's sister got pregnant. Jackie's brother-in-law doesn't earn enough money for his kids.,32.43,11.43,27.03,90.92,46.23
675,Sean never gets up for the morning lecture. He needs to attend it at least once to get the notes.,Sean and Joseph are going to the lecture tomorrow morning. They are going to pass the exam.,37.84,0.0,27.03,90.4,43.14
676,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,Anna has a stomachache. She ate cereal with milk and a banana for breakfast. Anna will get a hot tea with fresh mint leaves for her.,41.51,15.69,37.74,91.15,47.57
677,Ziggler will bring the passport tomorrow as reminded by Dolph.,Ziggler will bring his passport to Dolph tomorrow.,66.67,25.0,55.56,95.15,71.29
678,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,Kate and Jeff are in the small room next to the reception. Kate noticed a woman making a cake.,73.68,44.44,68.42,94.97,70.22
679,Larry has to read the E-mail again and make a decision with Kirsten afterwards. Kirsten has to convince her husband. Kirsten wants to include Jamie and John. Larry and Kirsten are going to arrange menorah in the lobby.,"Larry, Kirsten and Sara are going to see a menorah in the lobby next year.",40.74,19.23,37.04,89.34,36.82
680,Somebody has to take the dog out. Chloe wants to go to Megan tonight and the father has to work late tonight. Chloe will have to come back home to let the dog out and then she can see Megan.,Lesley wants Chloe to go for a walk with the dog when she gets home. Chloe is going to Megan's house tonight.,38.1,9.84,22.22,89.24,36.23
681,Natalie's wallet is in her room.,Natalie's wallet is in Tobias's room.,80.0,61.54,80.0,97.51,85.23
682,Rob is looking for Phil. Rob needs to talk with him. Phil will come over to his office tomorrow morning.,Phil is looking for Rob. He's on his way from one client to another. Phil will be in his office tomorrow morning.,55.81,29.27,51.16,92.44,55.22
683,Martin is asexual. Nicole doesn't want to break up for this reason. She wants to give their relationship a try.,Martin wants to talk to Nicole about their relationship. Nicole is angry because she doesn't want to break up.,68.29,35.9,39.02,92.68,56.64
684,Mike suspects he might have had an allergic reaction to something.,Mike woke up with an allergy.,23.53,0.0,23.53,92.74,56.96
685,David wants to get a new tattoo but he doesn't know what exactly yet.,David wants to get a new tattoo. Mike suggests a scull and rose.,50.0,46.15,50.0,91.22,48.0
686,William is making spaghetti. Olivia will buy fresh tomatoes for William. Beth will buy chocolate.,William is making spaghetti. Olivia will buy some tomatoes. Beth will buy some chocolate for dinner.,83.87,55.17,77.42,96.83,81.22
687,Karen got stuck on the road from the swimming pool to Waitrose so wants Peter to avoid it. Peter is not leaving until 6 as he he has to finish his presentation. Karen will see Peter in a bit.,The road from the swimming pool to Waitrose is blocked and there are vans everywhere. Karen didn't see any lights. Karen got stuck after yoga. Karen is leaving at 6 at the earliest to finish the presentation for the repairs team tomorrow.,46.34,25.0,34.15,90.24,42.19
688,Nick will let Matt know when he remembers what their internet connection is.,Nick doesn't know what internet connection Matt and Rats have. Nick uses his mobile service and doesn't watch anything when at home.,37.84,5.71,27.03,89.27,36.41
689,"Baron, Gabriel and Gavin have a match next week. Their tutor wants to join them.",There's a match next week. Gabriel's tutor wants to join them. They'll add people from their group.,62.86,42.42,51.43,92.12,53.3
690,"Mia, Jennifer, Karine and Peter do not like Trump.","Mia, Jennifer and Karine are shocked by Trump's strategy to scare people with a minority and present himself as the only savior.",31.25,6.67,25.0,92.27,54.19
691,Madison considers buying flight tickets to Thailand as she has found a cheap offer with 50% discount for children under 12.,Madison saw an offer in Thailand today. The rest is extra cheap and children under 12 get 50% off.,40.0,10.53,30.0,90.75,45.21
692,Tina has to learn Demi's approach how to transfer from hating men to dating them.,Tina wants to learn how to change from hating men to fucking them. Demi suggests that she should do it as soon as possible.,55.0,26.32,50.0,92.79,57.26
693,Winnie has broken her leg and will not visit any time soon. Freddie will ask mummy to call Winnie up.,Freddie forgot to visit Winnie and Freddie's nanny. Winnie will ask mummy and Daddy if they can come to visit them soon.,46.51,9.76,32.56,89.34,36.84
694,"Mark, Clint and Phil are going to watch ""Batman. New Beginning"" on Saturday, at 7. Mark will get the tickets.","Mark, Clint and Phil are going to see 'Batman. New Beginning' this Saturday at 7. Mark can get tickets for them all.",76.19,55.0,76.19,97.01,82.29
695,Betty's house has mould due to condensation. Andy will send her a quote for the work needed by Friday.,"Andy has done some tests on the mould in his spare bedroom upstairs and in the dinign room. He thinks it's caused by condensation, as most of the moist settles on and around the windows. Betty advises Andy to install a fan system, or PIV system, which would circulate air to dilute and take some moisture out of the air.",24.69,0.0,14.81,87.44,25.57
696,Warren locked the door.,Warren locked the door.,100.0,100.0,100.0,100.0,100.0
697,Aaron will give two lectures during the conference about relations at school at the Sesame Street. Claire will participate in mindfulness workshop.,Aaron is attending a conference about relations at school in Sesame Street. He will attend Jo's lecture on stress and mindfulness.,50.0,23.81,45.45,93.41,60.97
698,"Rob wants to sell his flat, because it's too small. Rob will meet a friend tomorrow who has a flat to sell.",Rob wants to sell Kate's flat. Kate moved in a year ago and wants to have a baby. Rob's flat is too small. Kate's flat is smaller and she has two beds. Kate's friend is moving to another city and wants to sell his flat ASAP.,46.58,19.72,30.14,90.82,45.62
699,Evan will try to make Ethan come.,Evan talked to Ethan about the function. Ethan might not come. Evan will try to make Ethan come.,56.0,52.17,56.0,94.61,68.06
700,Daisy is in Naples. Charlie recalls their meeting and wants to see her again. He will come to Florence to see Daisy between 1-5 September.,Charlie is in Naples. He will be in San Francisco from 1 to 5 September.,48.78,20.51,39.02,91.7,50.82
701,Adele is still listening to the song which Code recommended. Kode will come to Adele's home today and will give her the whole album of the same singer. ,Adele is still listening to the song Kode recommended her. Kode has the same song in his music library for 3 years. Kode gives Adele the whole album in USB. Kode will come to Adele's home.,63.64,46.88,45.45,92.86,57.68
702,"Maddie is confused, because Leah told her that Ian was dating a girl named Claire. Ian met Claire about 1,5 years ago, but they barely knew each other.",Leah told Maddie and Ian the story of Claire. Leah and Ian met for the first time about 1.5 years ago.,47.06,24.49,43.14,90.51,43.78
703,Violet will make an appointment at a waxing salon. Home methods don't work for her.,"Violet is going on vacation to a waxing salon in the neighbourhood. Paisley has been to a waxing salon once and he's not going back. He used to get Brazilian waxing, but now he's scared.",15.09,7.84,15.09,89.2,36.0
704,Suzy urges Linda to follow her on Instagram and she obliges.,Suzy invites Linda to follow her on Instagram.,73.68,58.82,73.68,95.38,72.63
705,Sean reminds the guys about trade deadline today. Rick wants to vote. John will look at it after the season.,"Sean, Rick and John are discussing the last minute trade request today. John needs a QB. John wants to play RGIII and Brock. Nick wants to play Lamar. John doesn't want to play RB or WR for a QB.",26.67,3.45,23.33,88.52,31.99
706,Lisa is no longer interested in the diet now Amelia has informed her that her mum put on weight doing it.  ,Lisa's mum was on a crazy diet and she gained 5 pounds.,23.53,0.0,17.65,90.33,42.72
707,"Carrie and Gina saw ""Fantastic Beast"" and liked it. Ginna loved Eddie Redmayne as Newt.  ","Carrie and Alex are discussing the movie ""Fantastic Beast"" with Gina. Gina saw it last week and is satisfied with it.",44.44,17.65,33.33,92.05,52.9
708,Emily's favorite color is blue. Amelia can't talk about the reason behind her question with Emily.,Emily's favourite colour is blue.,33.33,18.18,33.33,93.26,60.05
709,Mary moved to Southampton in December.,Mary moved to Southampton in December.,100.0,100.0,100.0,100.0,100.0
710,"He is no longer the teacher of Shanon, Victor, Oliver and Sid. He got fired today.",He got fired and thrown out of school.,41.67,18.18,25.0,89.62,38.49
711,Alex prefers the Flash to Barman and Superman thanks to his speed.,Alex likes the flash. Pedro is sure that batman can run as fast.,24.0,8.7,24.0,88.12,29.6
712,"Marek sent Adam a photo of man's bottom. Marek made this photo in the shopping mall, on the escalator. ",Marek found a piece of ass on the escalator in the shopping mall.,60.61,32.26,42.42,92.57,55.95
713,Daniel's sister is visiting him. Daniel and Mark will meet at Mark's place for drinks.,Mark and Daniel are going to have drinks at Daniel's place. Daniel's sister is visiting Hannah.,68.57,30.3,28.57,94.88,69.64
714,Bart didn't do well this semester because he didn't study much. He played a lot fo StarCraft. Adrian did well thanks to paying attention in class,Bart's semester is bad because he didn't study as much as he should have. Adrian wants to retake the class next year. Bart started playing StarCraft and ended up wasting a lot of time.,46.88,16.13,37.5,91.3,48.48
715,Margot bought a bottle of nice wine for Nancy's birthday.,Margot bought a bottle of wine for Nancy's birthday.,95.24,84.21,95.24,98.9,93.5
716,Amelia thanks Lindsay for coming to Elliot's birthday.,Lindsay and Finlay went to Elliot's birthday party.,55.56,37.5,55.56,92.55,55.88
717,"Jennifer, Jack and Reece will match the latest Mad Max on Netflix tomorrow evening. Jack has already seen it.",Jack and Reece will watch the latest movie with Jennifer tomorrow evening.,58.06,34.48,51.61,92.72,56.84
718,Sean believes his spirit animal is a tortoise and Tiffany's could be a wasp. ,Sean's spirit animal is a tortoise.,63.64,40.0,54.55,94.43,67.03
719,"Mary is back. Mary's baby, Susie, is doing great.",Henry and Mary are happy to see Susie back.,31.58,0.0,21.05,91.62,50.33
720,"Patti and Greg's cat is getting better, so Patti will pick it up later. Patti will come back home at around 5 pm.",Patti's cat is doing fine. Patti will pick up the cat after work.,42.11,22.22,42.11,92.92,58.06
721,Kate is buying apples for herself and George. They have to wait for tangerines until next week.,Kate is at the grocery store. George will buy an apple for her and tangerines for her tomorrow.,40.0,6.06,28.57,91.62,50.37
722,Sam bought the earphones which cost him £187 along with delivery expenses. The order should be delivered the next day.,Sam is interested in the earphones. The earphones are available in Garstang. Their delivery costs £4 and costs £180.,28.57,5.0,19.05,90.42,43.21
723,Kelly and Mary will wear red dresses. Mary will wear a red lipstick too. ,Mary will wear a red dress and a bright red lipstick.,64.0,43.48,56.0,94.14,65.25
724,Kate wants to borrow Emily's blue handbag as she needs it for Monica's wedding. Emily will bring it with her to the office tomorrow. ,Kate will borrow Emilly's blue handbag for Monica's wedding on Friday.,51.28,27.03,46.15,92.57,55.97
725,Gina will come to room 112 on the 2nd floor to pick up Monica's usb. ,Monica has a free usb. Gina will come to Monica's office.,48.28,29.63,41.38,90.12,41.44
726,Nathan is planning on buying a bike in spring. He will probably store the bike on some special hooks because his apartment is small. Nathan has also bought a stationary bike to keep fit.,Nathan wants to buy a bike for himself in spring. He wants to keep it in the hallway. He also wants to have a stationary bike so that he can be in shape during winter.,37.68,17.91,31.88,91.89,51.94
727,Parker and Jason both prefer DC Universe to Marvel. Jason is still downloading the latest episode of Arrow season 7. ,Jason has downloaded the latest episode of arrow season 7.,53.33,42.86,53.33,91.65,50.5
728,"Michael is returning from trip to Argentina, Brazil and Chile. He will be in Boston next weekend. Michael doesn't like his job, he thinks of quitting it and leaving London. Kai's been very busy recently. She has a conference on 8th of December.","Michael is on his way back from his trip to Argentina, Brazil and Chile. He's in Boston next weekend. Michael found a cheap ticket, but it's cold. Michael is tired of travelling to London. Kai has a conference on 8th of December.",63.74,42.7,57.14,92.76,57.12
729,Carol will collect the excess fruit on Wednesday at 6 pm.,Jacob will pick up the fruits from Carol's garden on Wednesday at 6 pm.,61.54,33.33,53.85,95.2,71.56
730,Luca wants Molly to try harder.,It's the silly season.,0.0,0.0,0.0,89.79,39.48
731,Janette has mice in her kitchen.,Mom wants to hear from Janette. She has mice in her kitchen.,66.67,50.0,66.67,95.44,73.0
732,"Lawrence's almost done with the article, Madison needs it today.",Lawrence hasn't finished his article yet. He will be back in a few minutes.,15.38,0.0,15.38,88.78,33.55
733,Julia will call Ronald when she gets back. He has something to tell her.,Julia's parents are having a fight over where to eat and she doesn't want to eat with them anymore. She will call Ronald when she gets back.,41.86,29.27,37.21,91.35,48.73
734,"Agata has a new job, she's learning to code and she likes it. Guido doesn't understand her Facebook posts because he knows nothing about JavaScript.",Agata's Twitter posts are in Java. She doesn't understand the concept. Agata's husband complains about her new job.,45.83,13.04,29.17,90.9,46.09
735,Alejandro and Luz are going to meet in 2 weeks for the first time. Luz knows Alejandro very well already. They talk about everything. Luz will be there on the 20th of December at 4PM. Alejandro will pick her up.,Alejandro and Luz are going to meet in 2 weeks. They've been meeting for 3 months. He will pick them up on 20th December at 4 PM.,61.97,40.58,53.52,94.14,65.27
736,Sam started a career mode in FIFA.,Sam started the career mode in fifa.,85.71,66.67,85.71,95.2,71.54
737,Ethan will buy Damian a kebab. Damian had a bad day.,Damian wants Ethan to buy him a kebab because he's starving.,43.48,9.52,34.78,93.12,59.25
738,Adam hasn't visited his parents in six months and is coming over tomorrow. His flight will land an hour later than originally scheduled. Hannah will let Dad know.,Adam has just finished packing for his flight to the airport. He will be there in less than 24 hours.,24.49,4.26,20.41,87.74,27.38
739,Matthew has a cold. He will drink some orange juice and go to sleep.,Matthew has a cold and needs everyone's support. Lisa advises him to take a rest from work.,37.5,20.0,37.5,90.83,45.68
740,Joyce wants to take Kyle's car to get Harry. Kyle is taking the car to a mechanic. Joyce refuses to get Harry by bus. Kyle agrees to pick Harry up. ,Kyle will pick up Harry by bus.,31.58,11.11,21.05,90.36,42.9
741,"Bailey has plenty of clothes but she keeps buying new ones and she even had to buy four extra boxes for clothes at Ikea. Mikaela has the same problem, but she only had to buy one extra box. ",Bailey's closet got too small and the fabric is creeping onto the shelves.,11.54,0.0,11.54,87.63,26.68
742,Toby proposed to Susan during their romantic weekend in a cosy hotel near the beach.,Melissa and Susan had a romantic weekend. They stayed in a 4-star hotel near the beach. Toby proposed to Melissa.,66.67,41.18,50.0,94.52,67.52
743,"Eva is at a party, while Olivia is taking care of her daughter, Linta. Eva will leave soon and pick Linta up.",Olivia is having fun with her granddaughter. She will leave in an hour.,28.57,12.12,28.57,89.76,39.33
744,Laura and Jack are about to meet. Jack is running 10 minutes late.,Jack is 10 minutes late. Laura will wait inside.,54.55,30.0,45.45,93.4,60.87
745,Michelle is not in favor of contemporary feminism movement.,Melissa doesn't approve of men acting like pigs and grabbing her whenever they feel like it.,7.69,0.0,7.69,88.34,30.9
746,Franks tells Zoe he loves her.,Zoe sends a video to Frank.,16.67,0.0,16.67,92.58,56.02
747,"Josie finds Eco's novel ""Foucault's Pendulum"" nerdy. Josie would like to read Eco in Italian, but she's unsure of her language abilities. Stefano considers Eco's two novels and finds them difficult. Josie has read an unfavorable review of ""Foucault's Pendulum"" by Salman Rushdie.",Stefano and Josie are discussing Foucault's Pendulum. Foucault's Pendulum is set in the 1980s. Josie read a review of Pendulum by Salman Rushdie.,48.65,22.22,40.54,89.44,37.42
748,"Evan can't come to his lesson tomorrow, because he's got the flu.",Evan has to cancel his lesson tomorrow because he has the flu.,69.23,41.67,69.23,96.82,81.14
749,They will meet around 9 pm tonight to attend a free concert in the City Park.,"Camille, Patrick and Amanda are going to a concert in the city park at 9 pm tonight.",60.61,38.71,42.42,94.16,65.4
750,Bobby's most annoyed by pharmaceutical companies. He believes they invent diseases to make money. He discovered that one company is selling mints as medicine for an illness that doesn't exist.,Bobby is annoyed by the fact that pharmaceutical companies are selling mints as medical products.,42.55,17.78,34.04,92.3,54.38
751,Greg sent Dave his notes from statistics.,Greg doesn't have any notes from statistics.,53.33,30.77,53.33,94.3,66.24
752,Sally is not going out because she doesn't feel well. ,Sally doesn't want Mark to join her as she doesn't feel well. Mark will pick her up.,40.0,28.57,40.0,94.04,64.68
753,Sandy will go for a run. She will meet Joy after 11am. Lina and Joy don't think the dresses are appropriate. Joy will wait for Sandy.,"Joy and Sandy are going for a run on Friday at 11 am. Joy will be late, because she has to take her shower outside.",45.28,15.69,30.19,90.07,41.18
754,"It's raining, so Val and Candy will wait half an hour before they go.",It's raining. Val and Candy will wait half an hour to see if it stops.,70.97,62.07,70.97,95.1,70.99
755,Susie found the plasters and Ted kept them until the morning.,Ted kept plasters this morning after his shower.,42.11,11.76,31.58,90.09,41.26
756,Mary and Lily will call Kyle on facetime.,Lily and Mary will call Kyle in 10 minutes.,70.59,26.67,47.06,94.1,65.01
757,Harry will go to Taylors party tomorrow at 8pm. ,Taylor is at his house tomorrow at 8 PM. Taylor's parents are away and 10 people are confirmed already. Harry will join Taylor.,35.29,25.0,23.53,89.68,38.83
758,"Tomas, Sierra and Jeremy have still not received the grant. Tomas is broke and is checking his bank account every hour. Sierra offers to lend him some money.",Sierra hasn't received the grant yet. Tomas is broke and checks his bank account every hour. Sierra will lend him some money.,70.59,53.06,70.59,96.39,78.62
759,Camilla has some errands to do on Saturday. Charles is visiting the German markets this weekend. They are talking about Christmas food and drinks.,Charles and Camilla are going to visit the German markets this weekend.,55.56,23.53,38.89,93.05,58.8
760,Pamela will look at their website to apply for the RGS grant. Zoe and Xiara applied last year but they weren't lucky. Sometimes you have to be a member to apply.,"Pamela, Zoe and Xiara have applied for the RGS grant.",47.62,25.0,23.81,92.77,57.14
761,Colin informs Ava that with her height of 158 cm she is shorter than an average penguin.,Ava is shorter than a penguin.,43.48,19.05,43.48,90.6,44.3
762,"Ursula got 93 on her French exam. Vaughn got 65, but still passed.",Ursula got a 93 on her French exam.,66.67,52.63,66.67,95.9,75.69
763,There was a drill at the school today.,There was an emergency at school today. Three engines and an ambulance went missing. It turned out to be a drill.,48.28,22.22,34.48,92.97,58.38
764,"Perry, Marlow, Janet and Forster discuss their holiday plans. Marlow would like to go to Asia, others will think if they can join. The friends will meet tomorrow at 8 pm to discuss that. ","Marlow, Perry, Janet and Forster will meet tomorrow at 8 pm to visit Pa.",50.0,34.78,45.83,91.19,47.8
765,The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.,Lee has been here for almost 5 months and she's seeing something like this for the first time. Andy wants to take pictures and make fun of him in a couple of weeks.,28.99,0.0,20.29,83.94,4.85
766,"Maya wants Boris to bring clothes that are hanging outside. Brian will do that, because Boris isn't at home now.",Boris is not home right now. He will tell Brian to take care of the clothes that are hanging outside.,53.66,20.51,34.15,92.69,56.7
