,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
439,莱蒂西亚装有卡和文件的钱包丢了，所以需要借10美元。米兰达和劳拉给了她帮助。女孩们希望有人捡到钱包还给她们。,"莱蒂西亚需要10美元,她会尽快借回来,莱蒂西亚丢失了钱包或有人偷走了钱包,米兰达也在这里。",51.69,25.29,31.46,74.1
440,宝拉需要办公室的证明来提交申请。,宝拉明天要去办公室 申请截止日期是星期五中午,50.0,23.53,44.44,67.61
441,本和史蒂文今晚要去马可家吃披萨。,本和史蒂文今晚会在马可吃披萨,82.76,66.67,82.76,90.04
442,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,Danny拿走了Terence的钱 Terence很不高兴 因为他上个月忘了放在某个地方,19.35,3.33,19.35,59.88
443,利维没把垃圾丢出去，因为父母没有要求他这样做。但是露西会去丢的。,露西得把垃圾扔出去,36.84,22.22,26.32,72.36
444,威利和维尼轮流开维尼的红色野马跑车。,威利想借文尼的车,40.0,17.39,40.0,71.06
445,塞吉在喝啤酒。林赛刚刚上完课，但不打算上下一节。和上周一样，林赛让一个同学在出席名单上伪造了自己的签字。,"Lindsey刚上完班,Sage和Sage正在喝啤酒,Lindsey叫一个女孩而不是她把名字放在入学名单上,Lindsey给了她们一张纸,上面有她的名字。",44.21,17.2,27.37,67.92
446,杰森周末想去看多莉。多莉的朋友要和她合住一周。前两个月里，杰森一直在和露西合拍一部电影。杰森买了一个视频编辑器。,"后天,Dory的朋友会过来 杰森买了这个应用程序 视频和编辑,露西有剧本",37.5,20.51,30.0,68.25
447,杰瑞德和米歇尔以前经常一起出去。现在他想邀请米歇尔最好的朋友凯莉一起出去。凯莉同意了。,贾瑞德不想约她出去 米歇尔和贾瑞德以前经常出去,48.39,26.67,35.48,73.15
448,里夫没有寒假计划。布克要去意大利滑雪。多德森和崔西正在考虑去附近的海边住3到4个晚上。,"温斯洛,多德森和里夫要去意大利度冬假",42.11,29.09,24.56,73.35
449,艾丽克斯今晚8点会来泽娜家喝一杯。,Zayna和Alex今晚8点会在Alex家喝一杯,60.0,50.0,60.0,78.41
450,格蕾丝和奥德丽在昨天的聚会上没说上话。格蕾丝就要毕业了，她不知道自己会申请研究生还是先休整一年。,Grace昨晚在派对上没怎么和Oudrey谈 Grace很兴奋能很快毕业,20.9,6.15,14.93,62.24
451,娜塔莉想要莫妮卡的芝士蛋糕食谱。,莫妮卡 娜塔莉送配方 她著名的芝士蛋糕。,68.75,53.33,50.0,79.87
452,伊森很快就会把杰森的电话号码发给迪克西。,戴西想要杰森的电话号码 Jair没有 伊森马上就会寄给她,61.9,40.0,38.1,79.01
453,阿曼达会再看一次《公园与游憩》。,"阿曼达喜欢公园和游乐场,但她不是主角色的粉丝,文森特想让阿曼达再试一次",39.13,18.18,26.09,71.03
454,鲍勃买了一个新游戏，哈利目前买不起。,"鲍勃买了个游戏,他和哈里会一起玩 哈利的车坏了,工作不好",58.54,25.64,48.78,73.67
455,兰道尔正在商店里为西德尼买指甲油，西德尼正在向他解释她想要哪种粉红色。,"除了指甲油之外,兰道尔买的都是指甲油,左边是粉色的,左边是fuschia。店助理正在看兰道尔。",34.78,14.93,26.09,69.16
456,帕特对棒球和曲棍球感兴趣，他对篮球不是很了解。他计划某天和迈克打篮球。,迈克和帕特要去芝加哥玩圈套,22.22,9.3,8.89,62.74
457,内特和朱莉的预约都满了。内特在注册系统上遇到了问题，所以他必须自己处理。,"Nate的房间订得太多了,他需要建立一个新的文件,并将数据输入表格。",9.84,0.0,9.84,61.86
458,法拉与全班同学分享了他收集的化石，恩里克印象深刻。恩里克想让法拉为四年级学生展示一下自己的收藏。,"恩里克和同学们分享他的收藏,这是他和他的同学们的乐趣。他随时会回到课堂上。",32.91,15.58,22.78,72.07
459,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,"Zoey和Thomas在热带地区,他们保持健康,星期天他们环绕贝尔钦峰散步。",37.14,23.53,34.29,70.07
460,崔妮、苏珊和琳达6点在大门口集合。,"Trinny, Susannah和Linda6点在正门会合",46.15,16.67,46.15,64.59
461,艾玛、彼得和丹尼尔明天要去亚眠。艾玛和丹尼尔厌倦了巴黎。艾玛和丹尼尔明天上午九点在艾玛家见面。,"艾玛,彼得和丹尼尔明天要去阿米恩斯 他们早上9点在艾玛家碰头",50.7,43.48,50.7,82.87
462,布莱恩和戴安娜打算买一个印着10%优惠券代码的猎豹打印宠物小屋。,布赖恩和迪安有10%的优惠券代码 供新客户退房时使用,42.31,20.0,38.46,70.31
463,当旺达和休到达时，他们会迅速做好披萨然后开始。他们需要打好基础，早点准备好一切。,休、旺达和旺达会做披萨 并在他们到达之前准备好一切,57.63,31.58,50.85,76.74
464,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,"下次会议在旧金山举行,1993年在旧金山举行的最后一次会议受到批评,因为前往该地的旅费很高。",36.56,17.58,34.41,72.3
465,吉姆追踪芬恩的45678号包裹，包裹明天会送到他手上。,Jim会追踪Finn的货 他的订单号码是45678,38.89,5.88,22.22,63.25
466,11月邮件爆料的内容在dropbox上，无需发送。,Rhonda会将11月的电子邮件爆炸内容寄给珍宝。,47.06,25.0,41.18,70.65
467,德里克·麦卡锡8:15会从汤米的妻子那里拿一根安卓数据线。,Tommy在波兰 想从Derek McCarthy那里借一条 Android电缆,19.51,5.13,19.51,63.95
468,朱迪要留下来过周末。德里克让朱迪在星期五和星期六给他的动物喂食。朱迪同意了。德里克周四会把钥匙交给她，并告诉朱迪细节。,朱迪会在周五和周六喂Derek的动物 她周四会把钥匙给Derek,49.35,24.0,41.56,76.32
469,劳拉、凯尔西、乌娜和希德将在周四晚上8点10分去看《海王》。乌娜会买票的。,"劳拉,凯尔西和希德周三会去看水叮当,奥纳不能去,因为她周四是免费的,她周四是免费的。",41.79,24.62,35.82,74.42
470,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,罗布想从沙发挑战开始 每天30分钟的活动,39.29,22.22,39.29,70.95
471,辛西娅会带班尼特去她新发现的一家小酒馆。,"班尼特,辛西娅和辛西娅 要去城里一家新的小酒馆",70.0,36.84,45.0,80.22
472,洛伦佐从airbnb上拿了钥匙就去了房间，他在等威尔和阿曼达。,威尔在阿雷佐的火车上 阿曼达在高速公路上 洛伦佐刚到,41.67,21.74,20.83,65.52
473,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,沃克会带给布克 他的Xbox控制台,40.0,21.05,35.0,67.16
474,劳拉的妈妈今天早上去世了，安娜和克里斯蒂安对劳拉表达了他们的鼓励。,劳拉的母亲今早去世了,39.02,20.51,39.02,76.18
475,河水泛滥时，好几家咖啡馆被毁。修复费用高昂。,河边的咖啡厅被花粉损坏 修复损坏的费用很高 Adam错过了去咖啡厅的机会,36.0,12.5,36.0,69.08
476,凯蒂和安娜邀请卡尔顿和他们一起观看洛拉·阿里亚斯的电影，讲述他所看过的剧本的制作过程。他将在星期六早些时候到他们家来。,Ana Carlos和Lola Arias将看去年Ana拍摄的关于马尔维纳斯群岛的戏的电影。他们将在星期六七点开会。,34.41,15.38,25.81,67.99
477,约翰给亨利发了布里斯托大便分类法。约翰在等亨利大便的照片，亨利今天早上大便形状很好，但是不愿意发照片。,亨利今早大便了 约翰建议布里斯托尔把凳子缩到亨利身上,44.44,22.86,27.78,69.93
478,玛丽和帕特丽夏一周后要飞往日本。帕特丽夏害怕长途飞行、地震和海啸。詹姆斯在安慰她。玛丽也试着去安慰帕特丽夏，但毫无效果。,帕特里夏和詹姆斯一周后飞往日本 他们害怕地震和海啸,53.85,34.21,43.59,76.32
479,琳达拒绝接受美嘉给她花园的植物。她在离开前没办法种植这些植物。,米卡想买些植物给琳达的花园,42.86,20.0,19.05,70.26
480,德拉德在群聊天室告诉她的哥哥，他说的话是错的。马伦达认为他之所以退出群聊，是因为他生气了，因为他脾气暴躁。德拉德拒绝道歉，也拒绝再次邀请他，因为她觉得应该受到责备的不是她，而是他。,"Drade向Marenda的兄弟道歉,并寄了邀请函给他。",14.43,4.21,12.37,61.64
481,凯特摔断了胳膊，她要去医院。她想知道她的医疗保险是否包括住院费用。格雷格建议她打电话给琳达或者问问前台的人。,Greg会打电话给琳达 或者在接待处问人,30.3,21.87,30.3,67.56
482,查理的姐姐已经通过了最后一次大学考试。查理和弗兰克今晚会去庆祝的。,Charlie今晚想和Frank和他妹妹约会,18.6,4.88,13.95,59.04
483,贝拉想和克拉拉谈谈，她会在七点半后到她的住处。,克拉拉和贝拉喝一杯 克拉拉的车由克拉拉的露营车开走,31.11,13.95,26.67,67.32
484,约瑟·里基和阿曼达对新的一年充满了期待，因为他们在2019年夏天会去很多地方旅行。,Jose Ricky和Amanda正在庆祝圣诞节 他们很兴奋能去古巴,21.82,3.77,14.55,59.66
485,罗伯明天就回家了。罗伯和苏珊会在罗伯下班后一起吃晚餐。苏珊会做一些特别的菜。,罗布明天回家 苏珊会做特别菜,50.0,26.09,50.0,76.41
486,丹妮丝和多米尼克明天有一场考试，会考二、三单元。,多明妮克将为明天的考试 准备第二和第三小队,48.78,10.26,39.02,73.19
487,在重新设计室内时，斯蒂芬寻找铜色的衣架。,史黛芬喜欢那些灯 莎伦不知道哪里能买到,5.56,0.0,5.56,59.21
488,安娜现在不能和彼得说话，她20分钟后会给他打电话。,Anna不能和Peter说话 因为她还在工作 她20分钟后会打电话给他,72.34,48.89,59.57,79.08
489,杰西把剃刀弄坏了，想借一下斯蒂格的。,杰西打破了她的剃刀 从她手里掉下来,43.75,13.33,31.25,69.35
490,玛丽给马特帕特里克的新电话号码。,Patrick没接Matt的电话 他改了号码,37.04,16.0,37.04,62.25
491,山姆大叔住过院，但并不严重。他和露西就像奇亚拉和伊冯的第二对父母。奇亚拉和伊冯两周前在芝加哥参加他们表妹的婚礼。伊冯在和一个阿根廷人约会。,山姆叔叔刚下班回来 他父亲说自己在医院 他们两周前在芝加哥的堂兄弟婚礼上,38.78,18.75,30.61,68.71
492,托马斯会买黄油。他正在回家的路上。杰克正在做蘑菇汤，但要等托马斯来再开始煮。,"杰克会为托马斯买黄油 他回家,做蘑菇汤",62.75,40.82,50.98,77.4
493,海伦把笔记本电脑忘在家里了，需要它来做今天的报告。黛比会把它带去海伦工作的地方。,海伦会把黛比的笔记本带去上班,47.06,24.49,31.37,74.91
494,杰西卡的植物正在枯萎。她不知道那是什么植物。波士顿用谷歌图片找到的。,杰西卡为她的生日买了个植物 波士顿会给它拍照,38.46,24.0,34.62,66.74
495,约翰和安妮要搬到伦敦，因为他在德国丢了工作，在伦敦找到了一份更好的it工作。安妮不想搬家。安布尔本来要在伦敦的公寓里住5年，现在却要搬家了。艾琳想把自己的房间让给安布尔，但安布尔计划和约翰和安妮住一起。,约翰和安妮要回伦敦了 约翰失去了在德国的工作 约翰从伦敦的另一家IT公司得到了更好的报价,45.11,22.9,30.08,71.0
496,他们在弗拉特里斯楼上会面。,"Vicky晚上7点30分在镇上见Oudrey和Greg Vicky要去fratellis,Michelle十分钟后到",11.11,0.0,11.11,61.57
497,凯林定了明天的闹钟。,Kaylin给Amir发了Cynthia在档案中打字的视频,16.67,0.0,16.67,57.85
498,凯拉想知道为什么威丹格尔的出场顺序不对。洛伊斯正在考虑删除她的帐户，因为她无法登录。洛伊斯在镇上看到凯拉的妹妹，她本该被禁足的。凯拉可能会告发她。,露意丝无法进入她的账户 因为她在10岁时创建了账户 凯拉看到露意丝的妹妹在城里,33.01,17.82,23.3,69.83
499,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,娜塔莎会在RER车站接查尔斯,46.15,21.62,25.64,69.26
500,西蒙之前在打电话，所以他没听到海伦叫他。卫生纸用完了，西蒙去给海伦拿些纸巾来。,Simon会从Helen的卫生纸上拿一些组织,20.41,8.51,20.41,60.29
501,外面正在下暴风雪。里基几年前和朋友去远足了。他们在野外租了个小木屋。,瑞奇和汤姆几年前在山上远足 他们租了一间小屋,50.0,20.0,42.31,76.74
502,约翰尼想和露西一起去演出。她更喜欢和麦琪以及她最好的朋友们一起去。他们将在下午 六点在她家见面，为晚上的活动做准备。演出晚上八点开始。,Lucy和Johnny下午6点去Lucy的演出 演出从晚上8点开始,36.59,15.0,29.27,66.66
503,明天是发工资的日子。杰克回家后，他和萝丝会讨论给每个人的圣诞礼物。,玫瑰和杰克在想明天的发薪日的圣诞礼物 玫瑰喜欢为人们做礼物,48.28,21.43,31.03,69.56
504,玛莎看了一部关于极简主义的纪录片。,"Jake认为,最小主义是改变范式,从购买廉价物品到购买昂贵物品。Martha认为,购买能长期为她服务的东西是一个好主意,但很难记住你购买的一切。",10.81,2.78,8.11,57.1
505,阿尔伯特第四次通过了驾驶考试。,阿尔伯特第四次通过了驾驶考试,100.0,100.0,100.0,96.63
506,贾亚已经四个月没在俱乐部见到拉维的妈妈了。拉维的妈妈已经被膝伤折磨5年了。拉维的妈妈听从医生的建议呆在家里。拉维会把贾亚的愿望转达给他母亲。,"贾亚在俱乐部里已经四个月没见到拉维的母亲了。她膝盖疼痛近5年了,医生要求她限制行动。她一直保持健康的生活方式。在过去几年里,她的膝盖有轻微疼痛,但却忽略了这一点。",42.86,24.64,34.29,74.7
507,林恩和戴安娜很反感糖果宝贝，威尔伯试图证明这种生活方式，但贾斯汀不相信。,林恩和个老皱纹的家伙上床 他把老老蛋蛋涂在她身上,10.71,7.41,10.71,58.7
508,爱丽丝得了严重的流感，她忘了给自己接种疫苗。,爱丽丝得了可怕的流感 她一直发烧打喷嚏 爱丽丝在家十天,40.0,32.56,40.0,73.0
509,桑德拉在马尔科的聚会前给米拉买了一个礼物，并把它放在了房间里。她让马尔科把它拿过来。,马可昨天把米拉斯留在他家,19.61,4.08,15.69,65.36
510,妈妈会准备一些零食给史蒂夫吃。,史蒂夫快饿死了 妈妈会给他包东西的,46.67,28.57,26.67,71.61
511,撒利雅最近背疼。,丹恩背部有点疼,28.57,0.0,28.57,72.27
512,詹姆斯想念汉娜，他们同意詹姆斯周六八点去接汉娜。,Hannah要睡觉了 她周六八点去接James,34.29,30.3,34.29,67.44
513,瑞秋和卡隆今晚八点要去红狮酒吧喝酒。,瑞秋和卡伦八点在红狮酒吧喝一杯,68.75,53.33,68.75,86.83
514,维克多这个星期六很忙，所以不能给萨拉他们正在组织的活动帮忙。,Victor会帮助Sara参加星期六的活动。,34.15,20.51,29.27,67.67
515,迈克和戴夫发现温迪变得更漂亮了。戴夫想泡她，但她和杰瑞在一起。他还是会尝试的。,"自从她从休斯敦来后,温蒂就变漂亮了 戴夫会一看到杰瑞就是温蒂的情人就去勾引温蒂",38.89,14.29,30.56,68.85
516,帕特里夏现在不能说话。乔治会在大约一个小时后给她打电话。,乔治一小时后会给帕特里夏打电话,73.17,41.03,48.78,80.21
517,马里奥正在卢森堡的机场候机。,马里奥今天已经降落在欧洲的每个机场 马里奥现在在卢森堡等着,48.78,30.77,34.15,77.17
518,莉娜和布莱恩不喜欢他们的新教授。他们明天将在哲学课上见面。,布莱恩没听新教授的功课 莱娜和布莱恩明天在哲学课上见面,67.92,50.98,56.6,81.86
519,艾文娜需要当地剧院的服装规定。布斯以前去过那里，他建议穿一些休闲的衣服。艾弗尔很惊讶居然还有剧院。,Elvina和Booth带着演员和舞台去了剧院,10.17,3.51,10.17,58.21
520,卡莱姆还在忙。,爵士正忙着呢,16.67,0.0,16.67,71.84
521,艾米丽在等雅各布，而公交车快要离开了。,巴士就要出发了 雅各布10点到停车场,36.36,12.9,24.24,68.93
522,恰克告诉艾拉他和莫莉见面了，他编造了这个故事，因为事实上莫莉拒绝和他约会。,Molly Chuck周五认识的,0.0,0.0,0.0,52.82
523,萨莉和丽塔非常喜欢伯恩斯的新专辑。丽塔也对弗洛伦斯明天发行的新单曲感到很激动。萨莉不知道这件事。,婆罗洲的新专辑《惊叹与心》 佛罗伦萨的新专辑明天就要发行了,33.8,17.39,25.35,65.39
524,格洛丽亚对自己的经济状况感到沮丧，她会好好计划一下自己的食谱。,"格洛丽亚太穷了,不适合她的生活 她做了寿司和虎虾肉 做了煎饼和汤",20.69,10.71,20.69,64.18
525,海利寄给詹妮和苔丝一张贝拉两周大时的照片。,Haley在她的电脑上发现了一张贝拉的照片,37.84,28.57,37.84,69.29
526,杰夫、彼得和米兰达想知道美国和全球经济会是什么样。,"华尔街的圣诞节是19世纪末以来最糟糕的圣诞节,但自那以后又反弹了。 杰夫和彼得不是经济学家,但他们认为美国经济会变弱,增长也会变弱。",26.83,12.5,21.95,65.35
527,出于嫉妒，亚莉克莎让伊桑去侮辱亨特。,Alexa想向Hunter坦白 她让Ethan侮辱她,21.43,7.69,21.43,58.81
528,安还在学校，她7点会回家，这样她就可以和麦格见面了。,安在学校有额外的数学课 安七点回家,35.9,16.22,35.9,67.31
529,罗伦娜不来参加聚会，因为她女儿病了。她打算和她一起去看医生。安和雪莉给孩子送去了祝福。,洛伦娜明天不能来派对 因为艾玛发烧了 她需要带她去看医生,40.0,19.05,40.0,73.98
530,伊贺和她的男朋友从星期一开始就没有坐在一起，因为他们不得不取消周末出游。这让伊贺非常生气。伊贺的男朋友没能说服一群人改变演讲的日期。,Iga计划了一个周末 和她男朋友一起出走 但他们不得不取消 因为他不能说服他的团队 改变演讲日期,57.69,37.25,44.23,75.66
531,塞缪尔的语言是泰卢固语，在印度东南部使用。它有近9000万的使用者；它是从左到右写的；它基于婆罗门的手稿。泰卢固兰有23个省。少得可怜。“安娜”的意思是“哥哥”，“弟弟”是塔穆或塔玛杜。蒂姆55岁，塞缪尔35岁,"蒂姆55岁,在印度东南部讲泰鲁古语。",24.49,16.67,14.29,68.26
532,如果商店里有梨味酸奶， 皮特会给珍买的。,Pete想要有梨味的酸奶 Jen不喜欢别的味道,35.29,18.75,35.29,63.81
533,伊芙、查理和妮可在入口处见面。,查理和妮可在门口开会,60.87,47.62,60.87,82.76
534,詹金一直在读关于灵兽的书，他被一只海豚所吸引。苏菲会选择一只狐狸。詹金明天会给苏菲带一包有灵兽的卡片。,Jenkin想知道索菲的动物是什么 Sophie不知道狐狸是什么 Jenkin想知道狐狸是什么,10.39,2.67,7.79,58.17
535,黛西要把她的rgs申请表寄给斯嘉丽。,Daisy Scarlett寄给她的RGS申请表,64.0,52.17,48.0,70.47
536,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,克里斯蒂和凯蒂在派对后累了,64.71,56.25,64.71,83.4
537,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,卡拉和萨姆明天下午2点在黑木咖啡馆见面,63.83,31.11,55.32,78.02
538,丹尼尔会在莉莉的要求下找到租爆米花机的人。,Lily需要为她和Daniel的办公室圣诞派对 租一台流行玉米机,23.26,0.0,18.6,60.19
539,路易斯不知道该送什么给莉莉和斯蒂芬作为结婚礼物。萨拉建议他查一下他们是否有礼物清单。,路易想买下莉莉和史蒂芬参加婚礼,36.36,18.87,32.73,69.5
540,克里斯又开始慢跑了。他的表现好于预期。马特现在因为心脏药物的影响，不能慢跑。但他回忆说，过去踢足球时，他在休息后也能表现得很好。,"克里斯今天尝试了慢跑。他在工作结束前5分钟和马特进行了交谈。他服用了减慢心跳的药丸,这与任何体力努力都没有任何好兆头。",28.57,9.09,19.64,65.94
541,丹看过《惩罚者》第二季，埃里克觉得第一季比第二季好。他们都觉得《夜魔侠》停播很可惜。,"Eric和Dan喜欢第二季""惩罚者""。Eric认为第一季更好,但第二季做得更好。",45.16,26.67,32.26,74.77
542,格瑞和希拉里明天下班后会去为格瑞买性感高跟鞋。他们也会买一些冻酸奶。,希拉里昨天在商场买了些高跟鞋 吉拉和希拉里明天下班后会去商场买冰酸奶,58.46,41.27,43.08,79.42
543,雅各布和亚历克斯工作的公司的高层管理人员下周将从法国赶来。雅各布通过outlook获得了与他们会面的邀请。他们要求穿正装。,上层管理人员下周从法国赶来 雅各布通过Outlook接到了会议邀请,56.41,44.74,56.41,75.23
544,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,乔安娜和桑迪会一起玩一些游戏,41.03,16.22,35.9,72.89
545,珍妮、杰瑞米和琼打算星期六去听音乐会，并同意事先在位于第八大道的巴塞罗那喝一杯。,珍妮和琼要去巴塞罗那参加 周六第八晚的音乐会,55.17,28.57,31.03,76.43
546,约翰不确定今天是否有训练，但马特说有。,马特和约翰今天要练习,51.85,24.0,37.04,71.4
547,乔治和布莱克要来开会。,George要来Blake了,26.67,15.38,26.67,59.93
548,史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,史蒂夫5分钟前买了新的《梦剧院》专辑 Rob把专辑放在桌子上,44.44,27.91,40.0,71.68
549,马丁完成计划后将给亚历克斯买两瓶牛奶。,马丁会在几个小时内买两杯牛奶,37.5,20.0,37.5,72.93
550,汉塞尔会让他姐姐给杰雷米回短信。,杰雷米希望汉森的妹妹回信给她,48.28,14.81,34.48,79.18
551,乔伊把她美容店的链接发给了彼得。,乔伊给彼得寄了一条链接 与她的美容店。,81.25,33.33,37.5,85.27
552,约什和他的好朋友们在他家过除夕。他们喝了些酒，玩了些桌游。埃玛那天晚上在海边度过，去了夜总会。午夜时分，她在海滩上。她现在病了。,Emma在Josh家开了个新年夜 他们喝了些酒玩棋盘游戏 艾玛开车去了海边,40.0,19.28,32.94,71.11
553,安迪要工作到很晚，所以他八点前见不到苏。,Andy要加班到4点 苏八点就到,40.0,7.14,33.33,65.29
554,斯图尔特和莎莉发现现任总统无知无能。他们希望他能落选。斯图尔特会注意在即将到来的总统选举中是否有做志愿者的可能性。,"Stewart, Shari和他的半个朋友都投了他的票, 但是他们不想再和民主党人在一起4年。 Stewart和Shari想把他赶出去。",16.84,2.15,10.53,57.97
555,莉迪亚和他互发性短信。莉迪亚不想追究这件事，因为他已经订婚了。莉迪亚会和他谈谈，因为他的所作所为是不公平的。,"莉迪亚的男朋友接受了她的邀请,她在脸书上加了他。莉迪亚很尴尬,因为她不知道他发短信给她。",38.2,13.79,22.47,70.75
556,达莉娅在一家律师事务所找到了一份新工作。,Daria在律师事务所找了份新工作,75.0,53.33,75.0,83.92
557,萨拉下周周一到周三休息。,"鲍里斯和莎拉必须决定谁将因本周的PTO申请数量而根据资历离开。 他们必须拒绝莎拉的要求。 如果有人取消,鲍里斯将在后一周首次选择日期。",11.43,0.0,11.43,58.58
558,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,Blair和Chuck在Nonna Rita的婚礼策划人见面,33.33,15.38,25.93,62.67
559,露丝收到了艾伦发来的邮件附件。,艾伦已经给露丝寄了附件,56.0,26.09,40.0,78.14
560,佩恩和奥斯卡半小时后会在特里斯塔诺家喝咖啡。,Oscar和Payne半小时后 在特里斯坦诺家喝杯咖啡,71.79,48.65,71.79,82.66
561,弗兰克爱霍普，霍普也爱弗兰克。,弗兰克和希望彼此相爱,34.78,19.05,34.78,69.46
562,卢克对吉娜的绘画天赋感到惊讶。吉娜给卢克发了一个pdf文件，里面有她昨天画的鹦鹉的照片。,卢克给吉娜寄了一张他昨天画的鹦鹉的照片,55.17,39.29,51.72,80.95
563,蒂娜和史蒂夫晚餐吃意大利面。他们会在史蒂夫完成工作后在停车场见面。他们会一起去买东西。,史蒂夫和蒂娜会在停车场见面 做意大利面做晚饭,59.02,40.68,32.79,80.95
564,特朗普表现得像个可鄙的傻瓜，而且情况越来越糟。鲁迪把他的采访链接发给了亨丽埃塔。,鲁迪给亨丽埃塔送来了 一位国会议员最后的王牌视频,33.33,13.79,23.33,64.86
565,科尔和路易斯坐在同一个房间里，却在发短信。,科尔和路易斯在同一个房间 科尔想让路易斯给他枕头,57.14,50.0,57.14,79.08
566,丹尼尔通过了驾驶执照考试。,丹尼尔通过了驾照考试,90.91,80.0,90.91,93.14
567,与安德鲁西蒙斯的单独会面将于明天在104室进行。萨缪尔·安德森和凯瑟琳·杰克逊不会出席，因为他有约会，她有补考。,"Samuel Anderson约了医生,所以他不能来见他。 Katherine Jackson不来是因为她有重考。",21.92,5.63,16.44,62.34
568,罗西好些了，但还没好。,"罗西今天好点了,但不太好",60.0,22.22,60.0,79.06
569,泰需要翻译，维罗妮卡不会说法语。,泰需要翻译,52.63,47.06,52.63,74.22
570,爱米丽在医生的办公室里。有一个修女和一个瞎眼的疯子在等她。,艾米莉在等她的医生,38.89,17.65,22.22,72.81
571,弗兰克将帮助莎拉和玛丽搬运给某人的水族箱礼物。,玛丽和莎拉正在寻找一个安全的地方 保存水族馆 老人会喜欢的 弗兰克会帮助他们运输,50.85,21.05,20.34,71.42
572,马里奥想让康纳外出时给他带一桶kfc的薯条，而马里奥会自己掏钱。,Mario要Conor从KFC给他带些食物来,20.0,10.53,15.0,60.27
573,迪蒂昨晚回来了。英嘉有个给迪蒂的包裹。英嘉今天下午6点下班回来，迪蒂会来取包裹。,蒂蒂昨晚看到灯光了 因加从安迪那里拿了些信给迪蒂,30.51,14.04,23.73,66.75
574,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,希盖恩得分两次 梅森和达米安为球队感到高兴,27.27,12.5,21.21,63.28
575,杰会借钱给乔买活动的门票，露丝和波莱特会陪着他们。,Jay说服Ruth和Paulette跟他们一起参加这次活动 乔没有现金买票,34.04,8.89,12.77,60.9
576,罗宾昨晚喝了太多啤酒，失控了。她今天感觉好多了。,Robyn昨晚喝多了 她喝多了,51.61,27.59,51.61,67.23
577,艾伦会在开罗待几天。只要他注意一点，他可以在两次航班之间到短暂地逛一下这座城市。,"达西去过埃及,亚当只去过几个国家,艾伦有飞往开罗的连接航班,可能离开机场几个小时。",24.32,8.33,16.22,63.85
578,吉诺想听听蕾妮的穿搭建议。她给了一些提示，让他看起来不那么像一个服务员，并建议他穿黑色裤子、白色衬衫和棕色鞋子。,吉诺想换衣服 Renee建议他换衣服,21.88,12.9,21.88,65.06
579,詹姆斯会在6点15分去接理查德。,James正开车去机场 Richard6点15分会准备好,40.0,21.43,26.67,60.28
580,迦勒给艾拉发了一张玛雅的照片，让她看看玛雅在学校话剧中扮演老鼠的装扮。,Caleb送了Ella Maya的服装,14.63,0.0,14.63,58.53
581,马可到了之后会在出席表上签名。,Marco提醒Javier在抵达时签署出勤表,29.63,0.0,22.22,66.73
582,米歇尔和乔希明天晚上去看电影的计划仍然可行。乔希七点会去接米歇尔。,米歇尔和乔希明晚去看电影 他们七点来接乔希,66.67,44.9,58.82,79.74
583,亚兹和塔妮娅星期五8点左右去酒吧。苏菲打算在大学毕业前和男友分手。塔妮娅四个月后要去曼彻斯特。亚兹想在埃克塞特学医，所以她需要高分。,亚兹和塔尼亚周五八点要去酒吧,29.33,16.44,24.0,69.79
584,当安娜得知我们文明的历史时感到失望，黑色幽默使她振作起来。,"安娜研究她的文明历史,她了解人类的名字和日期,伟大的时刻,以及她的错误。",30.51,10.53,27.12,66.98
585,杰克斯在bulls eye平台上玩扑克，赚了些钱。罗宾将在杰克斯推荐的网站上阅读游戏攻略。,罗宾在找扑克平台 杰克斯推荐公牛眼 罗宾想看比赛,42.11,25.45,28.07,70.76
586,塞尔吉奥需要很长时间为乌尔里希的婚礼准备演讲稿。他要谈论他们长期的友谊，要发表演讲，他很紧张。拉尔夫肯定会没事的。,塞尔吉奥为乌瑞克的婚礼准备了演讲稿,40.58,29.85,40.58,74.69
