model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
gemma27b,120,2.0,2.0,0.5363596491228071,False,refusal,refusal,other,other,Joan cannot go on Wednesday because she is busy.,Joan declines the Wednesday proposal due to being busy.,Joan,Joan,cannot go,decline,Wednesday movie plan,movie on Wednesday,John,John,sorry can't super busy,sorry can't super busy don't have time for anything :(,0.40695792880258896,0.0875,0.6026315789473684,
gemma27b,120,3.0,3.0,0.5895833333333333,False,alternative proposal,alternative_proposal,suggestion_invitation,suggestion_invitation,Joan proposes Thursday around 8 p.m. instead.,Joan proposes Thursday as an alternative.,John and Joan,Joan,watch,propose,A Star is Born on Thursday around 8 p.m.,Thursday,,John,I'm free on Thursday around 8pm?,I'm free on Thursday,0.5227574750830565,0.0,0.7892307692307692,
gemma27b,120,4.0,4.0,0.6800667556742324,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,John agrees to meet on Thursday 8pm.,John accepts the Thursday proposal.,John,John,accepts,accept,Thursday plan,Thursday,,Joan,I could do Thursday sure sounds great,I could do Thursday,0.4434272300469484,0.3230769230769231,0.7102272727272727,
gemma27b,120,5.0,6.0,0.7429867986798679,False,commitment,commitment,commitment_plan,commitment_plan,John will send Joan the location details.,John commits to finding movie details and sending them to Joan.,John,John,send,send,location details,movie details,Joan,Joan,I'll see where it's palying and send you the details,I'll see where it's palying and send you the details,0.35801282051282046,1.0,1.0,
gemma27b,120,,5.0,,,,confirmation,,,,Joan confirms a time of 8pm on Thursday.,,Joan,,confirm,,8pm,,John,,ok! so around 8pm?,,,,extra_model_event
gemma27b,137,1.0,1.0,0.8457865168539327,False,request,request,question_request,question_request,Peyton wants Cameron to bring a video game.,Peyton requests Cameron to bring a video game.,Cameron,Cameron,bring,bring,video game,video game,Peyton,Peyton,bring that video game for me,I have been asking you to bring that video game for me,0.8833567415730337,1.0,0.6723577235772358,
gemma27b,137,2.0,3.0,0.5329872204472843,False,explanation,commitment,commitment_plan,commitment_plan,Cameron explains that he cannot come home soon.,Cameron commits to staying away for another week.,Cameron,Cameron,stay out of town,stay,another week,,,,not having enough time to come home stay out of town for another week,I will have to stay out of town for another week i guess,0.24895833333333334,0.4,0.6203851851851853,
gemma27b,137,3.0,4.0,0.8276124567474048,False,suggestion,suggestion,suggestion_invitation,suggestion_invitation,Peyton suggests that Cameron send the game by courier.,Peyton suggests Cameron send the game via courier.,Cameron,Cameron,deliver,deliver,video game,game,Peyton,,deliver that game through the courier,Cant you just deliver that game through the courier? :P,0.8516402714932128,1.0,0.7690217391304347,
gemma27b,137,,2.0,,,,refusal,,,,Cameron refuses to come home immediately due to lack of time.,,Cameron,,come home,,,,,,I am not having enough time to come home,,,,extra_model_event
gemma27b,137,,5.0,,,,demand,,,,Peyton demands Cameron finish work and return home quickly.,,Cameron,,get job done and come home,,,,,,Get the job done and come to home then. ASAP :P,,,,extra_model_event
gemma27b,139,1.0,1.0,0.8051767676767676,False,disclosure,report,inform_update,inform_update,Paul says he forgot his physiotherapy appointment.,Paul informs Emma he forgot his physiotherapy appointment.,Paul,Paul,forgot,forget,physiotherapy,physiotherapy appointment,,,I forgot about my physiotherapy,I forgot about my physiotherapy,0.8311111111111111,0.2916666666666667,1.0,
gemma27b,139,4.0,2.0,0.9787862465212317,False,offer,offer,commitment_plan,commitment_plan,Paul offers to prepare food for Emma.,Paul offers to prepare food for Emma.,Paul,Paul,prepare,prepare food,food,food,Emma,Emma,Do you want me to prepare some food for you?,Do you want me to prepare some food for you?,1.0,0.6912280701754385,1.0,
gemma27b,139,5.0,3.0,0.7713109128345916,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Emma accepts Paul's offer to prepare food.,Emma accepts Paul's offer.,Paul,Emma,prepare,accept offer,food,,Emma,Paul,That would be lovely,That would be lovely,0.7403743315508021,0.11052631578947367,1.0,
gemma27b,139,2.0,,,,commitment,,,,Paul will schedule a new physiotherapy appointment.,,Paul,,schedule,,new appointment,,,,I'll schedule a new appointment,,,,,omitted_reference_event
gemma27b,139,3.0,,,,update,,,,Emma says she will come home after midnight.,,Emma,,come home,,after midnight,,,,I'll be home after midnight,,,,,omitted_reference_event
gemma27b,192,1.0,1.0,0.5901552106430155,False,disclosure,report,inform_update,inform_update,Harris tells Lena that his friend Aoki died yesterday.,Harris informs Lena about Aoki's death.,Aoki,,died,die,,Aoki,,,My friend Aoki died yesterday,My friend Aoki died yesterday.,0.36150537634408597,0.3,0.9940677966101695,
gemma27b,192,2.0,3.0,0.45357142857142857,False,uncertainty,report,other,inform_update,Harris does not know what happened to Aoki.,Harris states he doesn't know the cause of death and fears the worst.,Harris,,does not know,speculate,cause of death,,,,Not sure yet,Not sure yet. Thinking the worst...,0.3113095238095238,0.06363636363636363,0.6120567375886525,
gemma27b,192,3.0,,,,background information,,,,Harris says he has not seen Aoki for a few months and that she lived in Michigan.,,Harris,,had not seen,,Aoki for a few months,,,,Not for a few months She lives in Michigan,,,,,omitted_reference_event
gemma27b,192,,2.0,,,,question,,,,Lena asks for details about the cause of death.,,,,ask,,,,,,What happened?,,,,extra_model_event
gemma27b,192,,4.0,,,,exit,,,,Harris announces he must end the conversation due to his mother calling.,,Harris,,leave,,,,,,"Got to go, mom's calling.",,,,extra_model_event
gemma27b,210,2.0,1.0,0.59,False,reluctant acceptance,acknowledgment,agreement_confirmation,other,Mary does not want to go but thinks she should.,Mary acknowledges she should attend slimming club despite reluctance.,Mary,Mary,go to,attend,slimming club,slimming club,,,"I don't want to, but I really should","Well, I don't want to, but I really should.",0.338021778584392,0.06363636363636363,0.9307520476545048,
gemma27b,210,4.0,2.0,0.6508420208500401,False,plan,suggestion,commitment_plan,suggestion_invitation,Yaz will pick Mary up around 6.,Yaz suggests they both attend and offers a ride.,Yaz,Yaz,pick up,pick up,,Mary,Mary,Mary,"See you at 6ish, pick you up!","See you at 6ish, pick you up!?",0.1964398734177215,1.0,0.9940677966101695,
gemma27b,210,1.0,,,,question,,,,Yaz asks whether Mary is going to slimming club tonight.,,Mary,,go to,,slimming club tonight,,,,Going to slimming club tonight?,,,,,omitted_reference_event
gemma27b,210,3.0,,,,expectation,,,,Mary expects they will be told off for eating too much.,,slimming club leader,,tell off,,Yaz and Mary,,Yaz and Mary,,She'll tell us off,,,,,omitted_reference_event
gemma27b,210,,3.0,,,,agreement,,,,Mary accepts Yaz's offer and confirms attendance.,,Mary,,accept,,ride,,Yaz,,Yep! See you then!,,,,extra_model_event
gemma27b,211,1.0,1.0,0.6558620689655172,False,update,report,inform_update,inform_update,Camille says she is sick.,Camille informs the group she is ill.,Camille,Camille,is sick,be sick,,,,,I'm sick,I'm sick :/,0.5395161290322581,0.575,0.9447368421052631,
gemma27b,211,2.0,2.0,0.6892560037670695,False,information request,request_info,question_request,question_request,Ellie asks where their classes are being held.,Ellie asks for the new class location.,Ellie,Ellie,ask location,ask,classes,class location,Aaliyah,Aaliyah,where are we having our classes now?,"Aali, where are we having our classes now?",0.3983333333333333,0.5733333333333334,0.9297435897435897,
gemma27b,211,3.0,3.0,0.4863526570048309,False,answer,provide_info,other,other,Aaliyah tells Ellie the class is in room 342 on the second floor.,Aaliyah states the new class location.,,,be located,be located,room 342 on the second floor,classes,,Ellie,342 on the second floor,342 on the second floor,0.3819621870209504,1.0,1.0,
gemma27b,244,1.0,1.0,0.6565783410138248,False,request,request,question_request,question_request,Jones asks Angelina to meet later in town.,Jones asks Angelina if they can meet later that day.,Jones and Angelina,Jones,meet,request meeting,later in the afternoon in town,,,Angelina,meet today later in the afternoon in town,You think we can meet today later in the afternoon in town?,0.6217494089834515,0.14736842105263157,0.8069999999999999,
gemma27b,244,2.0,2.0,0.7114331723027375,False,acceptance,agreement,agreement_confirmation,agreement_confirmation,Angelina agrees to meet Jones.,Angelina agrees to meet with Jones.,Angelina,,agree to meet,agree,,,Jones,,Definitely,Definitely.,0.9139860139860141,0.5194444444444445,0.9833333333333334,
gemma27b,244,3.0,3.0,0.7675159235668789,False,commitment,commitment,commitment_plan,commitment_plan,Jones will call Angelina to confirm the meeting place.,Jones commits to contacting Angelina to finalize meeting details.,Jones,Jones,call to confirm,call,meeting location,,Angelina,Angelina,I will call you to confirm where we will meet,I will call you to confirm where we will meet.,0.5065359477124183,0.47236842105263155,0.9961538461538462,
gemma27b,285,2.0,1.0,0.7146512236618244,False,request,request,question_request,question_request,Amelia asks Casey to do nails for Amelia and Kristen too.,Amelia asks Casey to replicate the nail design for her.,Casey,Casey,do nails,do nails,Amelia and Kristen's nails,nails,Amelia and Kristen,Amelia,can you do it for us too?,can you do it for us too?,0.5282738095238095,1.0,1.0,
gemma27b,285,3.0,3.0,0.49918256130790195,False,refusal,refusal,other,other,Casey refuses because doing the nails took too long.,Casey declines to do nails for Amelia and Kristen due to the time commitment.,Casey,Casey,not do,refuse request,friends' nails,,Amelia and Kristen,Amelia & Kristen,sorry you guys 4 hours for nails is too much,sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much,0.31607684529828106,0.034999999999999996,0.7704065040650406,
gemma27b,285,1.0,,,,explanation,,,,Casey says she did her nails herself with new nail polish and it took nearly 4 hours.,,Casey,,did,,her nails,,,,i did it myself got a new nail polish took me nearly 4 hours,,,,,omitted_reference_event
gemma27b,285,,2.0,,,,request,,,,Kristen seconds Amelia's request for Casey to do their nails.,,Casey,,do nails,,nails,,Kristen,,pretty please!,,,,extra_model_event
gemma27b,319,1.0,1.0,0.7801304049416611,False,request,request,question_request,question_request,Sue asks Steve to call her because it is important.,Sue wants Steve to call her upon receiving the message.,Steve,Steve,call,call,,null,Sue,Sue,Call me when you get this it's important,Call me when you get this. it's important,0.5363207547169812,1.0,0.995679012345679,
gemma27b,319,2.0,2.0,0.5688172043010753,False,commitment,agreement,commitment_plan,agreement_confirmation,Steve says he is calling Sue now.,Steve acknowledges and agrees to Sue's request.,Steve,Steve,call,call,,null,Sue,Sue,"OK, I'm calling","OK, I'm calling",0.25035714285714283,1.0,1.0,
gemma27b,346,2.0,1.0,0.5751649305555555,False,plan,suggestion,commitment_plan,suggestion_invitation,Gemma plans to invite Timmy and possibly his date.,Gemma suggests inviting Timmy and his date.,Gemma,Gemma,invite,suggest,Timmy and his date,invitation,Timmy and his date,Timmy,there's u and ur date,"Well, there's u and ur date :)",0.6621639784946238,0.05384615384615385,0.879144385026738,
gemma27b,346,3.0,2.0,0.6663439448638004,False,plan,suggestion,commitment_plan,suggestion_invitation,Gemma is thinking of inviting Lona and Michelle.,Gemma suggests inviting Lona and Michelle.,Gemma,Gemma,invite,suggest,Lona and Michelle,invitation,Lona and Michelle,Timmy,I was thinking about Lona and Michelle,I was thinking about Lona and Michelle.,0.7442857142857142,0.05384615384615385,0.9954545454545455,
gemma27b,346,4.0,3.0,0.8601796407185629,False,admission,admission,other,other,Gemma admits that she wants to attend Lona and Michelle's wedding receptions.,Gemma admits she wants to attend Lona and Michelle's wedding receptions.,Gemma,Gemma,attend,want,their wedding receptions,attendance,,,I want to come to their wedding receptions,Fine! I want to come to their wedding receptions!,0.9599941639918297,0.13999999999999999,0.934841628959276,
gemma27b,346,1.0,,,,information request,,,,Timmy asks Gemma who she wants to invite.,,Gemma,,invite,,guests,,,,Who do u wanna invite?,,,,,omitted_reference_event
gemma27b,355,2.0,1.0,0.7017412935323384,False,suggestion,Proposal,suggestion_invitation,suggestion_invitation,Ann suggests having a small celebration tonight.,Ann suggests a celebration.,"Ann, Sue and Julie",Ann,celebrate,propose,their achievement,celebration,,Sue & Julie,Let's have a little celebration tonight!,Let's have a little celebration tonight!,0.7247272727272728,0.04375,1.0,
gemma27b,355,3.0,3.0,0.7060712358337831,False,commitment,Acceptance,commitment_plan,agreement_confirmation,Julie agrees to attend the celebration.,Julie also agrees to the celebration.,"Ann, Sue and Julie",Julie,attend,accept,celebration tonight,celebration,,Ann & Sue,I'm in me too!!!,me too!!!,0.8364035087719299,0.11666666666666665,0.6853333333333333,
gemma27b,355,1.0,,,,congratulation,,,,Ann congratulates Sue and Julie for doing well.,,Sue and Julie,,did great,,,,,,"Congratulations!! You did great, both of you!",,,,,omitted_reference_event
gemma27b,355,,2.0,,,,Acceptance,,,,Sue agrees to the celebration.,,Sue,,accept,,celebration,,Ann & Julie,,I'm in,,,,extra_model_event
gemma27b,367,1.0,1.0,0.8011494252873563,False,update,report,inform_update,inform_update,Steve tells his mum that the dishwasher has arrived and been installed.,Steve informs Mum the dishwasher has arrived and was installed.,Steve,installers,report installation,install,dishwasher,dishwasher,Mum,Steve,the dishwasher has turned up yes they did a good job,hiya the dishwasher has turned up yes they did a good job,0.7600407055630936,0.18846153846153843,0.9556840845632231,
gemma27b,367,2.0,4.0,0.6164305391578118,False,evaluation,statement,other,inform_update,Steve says the dishwasher looks nice and is quiet.,Steve states he is pleased with the dishwasher.,Steve,Steve,is pleased with,be pleased,dishwasher,dishwasher,,,its nice and quiet I am thanks mum,I am thanks mum,0.4862947240751971,0.484,0.6476190476190476,
gemma27b,367,,2.0,,,,question,,,,Mum asks if the installers did the installation.,,installers,,install,,dishwasher,,Steve,,good did they install it for you,,,,extra_model_event
gemma27b,367,,3.0,,,,affirmation,,,,Steve confirms the dishwasher is a 12 place setting.,,,,be,,12 place setting dishwasher,,,,I think so,,,,extra_model_event
gemma27b,417,1.0,1.0,0.7656028368794325,False,request,request,question_request,question_request,Miranda asks Stephanie to cancel tomorrow's meeting.,Miranda requests to cancel the meeting.,Miranda and Stephanie,Miranda,cancel,cancel,tomorrow's meeting,meeting,,Stephanie,could we cancel tomorrow's meeting?,"Hi S, could we cancel tomorrow's meeting?",0.6384615384615384,1.0,0.8640350877192982,
gemma27b,417,2.0,2.0,0.9611156186612576,False,explanation,explanation,commitment_plan,commitment_plan,Miranda explains that she has to work.,Miranda explains she has to work.,Miranda,Miranda,work,work,,,,,I have to work,I have to work :(,0.9253521126760562,1.0,0.9661290322580645,
gemma27b,432,1.0,1.0,0.7913133216673396,False,information request,request,question_request,question_request,Javier asks Judie for tattoo parlors with English-speaking employees.,Javier asks for tattoo parlor recommendations with English speakers.,Judie,,recommend,seek information,tattoo parlor,,Javier,Judie,do you know any tattoo parlors over here with English speaking employees?,Hey do you know any tattoo parlors over here with English speaking employees?,0.6711102573953132,0.08399999999999999,0.9646666666666668,
gemma27b,432,2.0,2.0,0.8989117983963345,False,recommendation,recommendation,suggestion_invitation,suggestion_invitation,Judie recommends Warsaw Ink.,Judie recommends Warsaw Ink.,Judie,,recommend,recommend,Warsaw Ink,Warsaw Ink,,Javier,there's Warsaw ink,Oh there's Warsaw ink,1.0,1.0,0.8802197802197802,
gemma27b,432,3.0,4.0,0.6278476331360947,False,decision,decision,other,other,Javier decides not to get a tattoo at Warsaw Ink because it is too expensive.,Javier decides to get a tattoo in Colombia instead due to the price.,Javier,Javier,get tattoo,decide,tattoo in Colombia,,,,it was a 1000 let me just get a tatttoo back in colombia,"let me just get a tatttoo back in colombia then, thx",0.5006403940886699,0.04375,0.7597222222222223,
gemma27b,432,,3.0,,,,information_request,,,,Javier asks if Judie has experience with Warsaw Ink.,,,,ask about experience,,Warsaw Ink,,Judie,,have you had a tattoo done there?,,,,extra_model_event
gemma27b,433,2.0,4.0,0.5425298804780876,False,confirmation,affirmation,agreement_confirmation,other,Sam confirms that he will arrive at the hotel on August 15 around 2 p.m.,Sam confirms arrival date and time.,Sam,Sam,arrive,arrive,hotel,,,hotel,on the 15th of August around 2 p.m.,Yep! We’ll be at the hotel around 2 p.m.,0.28173322005097706,1.0,0.5116666666666667,
gemma27b,433,1.0,,,,compliment,,,,Sam compliments Jessica and Michael's hotel.,,Jessica and Michael,,own,,nice hotel,,,,You own a really nice hotel,,,,,omitted_reference_event
gemma27b,433,,1.0,,,,request,,,,Sam asks about the hotel room reservation.,,manager,,arrange,,hotel room,,Sam,,How is our hotel room set for next month?,,,,extra_model_event
gemma27b,433,,2.0,,,,confirmation,,,,Michael confirms the reservation will be good.,,,,confirm,,,,Sam,,"you’re damn right, Sam",,,,extra_model_event
gemma27b,433,,3.0,,,,question,,,,Michael confirms Sam's arrival date.,,,,ask,,,,Sam,,are you coming on the 15th of August?,,,,extra_model_event
gemma27b,442,1.0,1.0,0.796004770423375,False,accusation,accusation,other,other,Terence accuses Daniel of taking his money.,Terence accuses Daniel of stealing his money.,Terence,Daniel,accuse of stealing,take,Daniel,money,,Terence,"You took my money, didn't you?","What the hell, Danny. You took my money, didn't you? :/",0.8912337662337663,0.06363636363636363,0.7345588235294117,
gemma27b,442,3.0,3.0,0.5690833333333333,False,apology,apology,emotion_social,emotion_social,Terence apologizes after finding the money elsewhere.,Terence realizes he was wrong and apologizes for accusing Daniel.,Terence,Terence,found,find,money,money,,,I'm sorry I've just found it,"Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month",0.33090727816550347,0.2333333333333333,0.5512450851900395,
gemma27b,442,4.0,4.0,0.5604444444444444,False,express emotion,expression_of_anger,other,other,Daniel is upset.,Daniel expresses his anger at being falsely accused.,Daniel,Daniel,upset,be upset,,,,,"Yeah, oh-fucking-course I am","What do you think?? Yeah, oh-fucking-course I am",0.25200534759358284,0.7025641025641025,0.7453947368421052,
gemma27b,442,2.0,,,,denial,,,,Daniel denies taking the money and is offended by the accusation.,,Daniel,,deny stealing,,money,,Terence,,Why would I I'm not a thief,,,,,omitted_reference_event
gemma27b,442,,2.0,,,,demand_clarification,,,,Terence insists Daniel is not being truthful.,,Daniel,,pretend to be unaware,,,,Terence,,Don't play dumb,,,,extra_model_event
gemma27b,499,1.0,1.0,0.8906406825025092,False,offer,Offer,commitment_plan,commitment_plan,Natacha offers to pick Charles up at the RER.,Natacha offers to pick up Charles.,Natacha,Natacha,pick up,pick up,Charles,Charles,,Charles,i can come and pick you up at the RER,"hi, i can come and pick you up at the RER.",0.7946835443037974,1.0,0.9468957203134418,
gemma27b,499,2.0,2.0,0.4847038527889592,False,update,Inform,inform_update,inform_update,Charles says he has landed and expects to arrive around 5:30 p.m.,Charles informs Natacha of his arrival time.,Charles,Charles,arrive,arrive,RER,null,,Natacha,I just landed i'll arrive about 5:30pm,I think i'll arrive about 5:30pm.,0.20318916557448669,1.0,0.8059154929577466,
gemma27b,499,3.0,4.0,0.8302565888772786,False,instruction,Request,other,question_request,Natacha asks Charles to call her when he reaches Vesinet station.,Natacha requests Charles to call her when he is at the Vesinet station.,Charles,Charles,call,call,,Natacha,Natacha,Natacha,call me when you'll be at the station Vesinet,"ok ,call me when you'll be at the station Vesinet.",0.7911764705882354,1.0,0.9473684210526316,
gemma27b,499,,3.0,,,,Commit,,,,Charles commits to calling Natacha when he arrives at the station.,,Charles,,call,,Natacha,,Natacha,,I'll give you a call,,,,extra_model_event
gemma27b,528,2.0,2.0,0.6344665138782786,False,availability update,commitment,inform_update,commitment_plan,Ann tells Meg that she will be home at 7.,Ann commits to being home at 7pm.,Ann,Ann,be home,arrive home,7,,,Meg,i will be home at 7,i will be home at 7,0.43751987281399046,0.5583333333333333,1.0,
gemma27b,528,1.0,,,,explanation,,,,Ann explains that she is still at school because she has extra math classes.,,Ann,,attend,,extra math classes,,,,i have extra math classes,,,,,omitted_reference_event
gemma27b,528,,1.0,,,,request,,,,Meg asks about Ann's availability to meet.,,Ann,,be available,,,,Meg,,so when can i meet you?,,,,extra_model_event
gemma27b,532,2.0,1.0,0.6191777566539923,False,preference,request,other,question_request,Jen wants pear yogurt only if it is available.,"Jen requests pear yogurt, with a condition.",Jen,Pete,want,acquire,pear yogurt,pear yogurt,,Jen,Pear but only if they've got it,Pear but only if they've got it. Otherwise don't worry about it.,0.4403792134831461,0.06363636363636363,0.7073684210526315,
gemma27b,532,3.0,2.0,0.5916617790811338,False,condition,refusal,other,other,Jen tells Pete not to buy any yogurt if pear is unavailable.,Jen refuses any yogurt other than pear.,Pete,,not buy,reject,yogurt,other yogurt flavors,Jen,Pete,If they don't have pear just don't get anything at all,I don't like any other flavour. If they don't have pear just don't get anything at all then.,0.45045188729399255,0.05384615384615385,0.7520075578649033,
gemma27b,532,1.0,,,,information request,,,,Pete asks Jen which yogurt flavor she wanted.,,Pete,,request,,yogurt flavor,,Jen,,What flavour yogurt did you want again?,,,,,omitted_reference_event
gemma27b,537,1.0,1.0,0.6448688969258589,False,invitation,request,suggestion_invitation,question_request,Sam asks Carla if she wants to meet tomorrow afternoon.,Sam asks if Carla is available to meet.,Sam and Carla,,meet up,check availability,tomorrow afternoon,,,Carla,I'm free in the afternoon do you fancy meeting up?,"Are you working tomorrow? I'm free in the afternoon, do you fancy meeting up?",0.6343971631205673,0.055999999999999994,0.8172572178477691,
gemma27b,537,2.0,2.0,0.4482305936073059,True,acceptance,agreement,agreement_confirmation,agreement_confirmation,Carla agrees to meet Sam.,Carla accepts Sam's invitation.,Carla,,agree to meet,accept,,,Sam,Sam,"Yeah, sure","Yeah, sure",0.3194444444444444,0.11052631578947367,1.0,
gemma27b,537,3.0,4.0,0.4544116111517176,False,proposal,agreement,suggestion_invitation,agreement_confirmation,Carla suggests meeting at a cafe in Meanwood at 2.,Carla agrees with the location and proposes a time.,Sam and Carla,,meet,agree and propose time,cafe in Meanwood at 2,2 PM,,Sam,there's that cafe there Meet you at 2?,"Ok, there's that cafe there that does the yummy cakes. Meet you at 2?",0.30317873892652425,0.05384615384615385,0.7213254035683943,
gemma27b,537,,3.0,,,,suggestion,,,,Sam proposes a location for the meeting.,,,,suggest location,,Meanwood,,Carla,,"Ok, great! Shall we go to Meanwood?",,,,extra_model_event
gemma27b,537,,5.0,,,,agreement,,,,Sam confirms the time.,,,,confirm time,,2 PM,,Carla,,Yes - looking forward to it!,,,,extra_model_event
gemma27b,544,1.0,1.0,0.6178851540616246,False,invitation,proposal,suggestion_invitation,suggestion_invitation,Joana asks Sandy if she wants to play games.,Joana proposes playing games with Sandy.,Joana and Sandy,,play,play games,games,,,Sandy,wana play some games?,wana play some games?,0.385,0.6333333333333333,1.0,
gemma27b,544,3.0,3.0,0.8113875598086125,False,commitment,offer,commitment_plan,commitment_plan,Joana says she will bring the games to Sandy.,Joana offers to bring the games to Sandy.,Joana,Joana,bring,bring games,games,games,Sandy,Sandy,I'll bring them 2 u,I'll bring them 2 u,0.7355677154582763,0.6520833333333333,1.0,
gemma27b,544,2.0,,,,suggestion,,,,Joana suggests Dixit or Carcassonne.,,Joana and Sandy,,play,,Dixit or Carcassonne,,,,maybe dixit? or carcassonne?,,,,,omitted_reference_event
gemma27b,544,,2.0,,,,agreement,,,,"Sandy agrees to play games, asking for specifics.",,,,agree,,,,,,why not?,,,,extra_model_event
gemma27b,548,1.0,,,,update,,,,Steve says he just bought the new Dream Theater album.,,Steve,,bought,,new Dream Theater album,,,,Bought the new Dream Theater album 5 minutes ago,,,,,omitted_reference_event
gemma27b,548,2.0,,,,update,,,,Rob says he also has the album ready to listen to.,,Rob,,listen to,,new Dream Theater album,,,,"I have it here on my desk, ready for the first listening",,,,,omitted_reference_event
gemma27b,548,3.0,,,,commitment,,,,Steve says he will later tell Rob what he thinks of the album.,,Steve,,share opinion,,album,,Rob,,I'll tell you later what I think about it,,,,,omitted_reference_event
gemma27b,551,1.0,1.0,0.8473128342245988,False,request,request,question_request,question_request,Peter asks Joy to send him the link to her beauty shop.,Peter asks for the link to Joy's beauty shop.,Joy,Joy,send,send,beauty shop link,link,Peter,Peter,Can you send me the link of your beauty shop?,Can you send me the link of your beauty shop?,0.6993333333333334,1.0,1.0,
gemma27b,551,2.0,2.0,0.6549549549549549,False,compliance,provide_information,other,inform_update,Joy sends Peter the link to her beauty shop.,Joy provides the link to her beauty shop.,Joy,,send,share,beauty shop link,https:// *********,Peter,Peter,It is https:// *********,It is https:// *********,0.815294117647059,0.15555555555555553,1.0,
gemma27b,590,1.0,1.0,0.6217777777777779,False,information request,question,question_request,question_request,Ethan asks who is going to see Sólstafir.,Ethan asks who is attending the Solstafir concert.,group,,go see,ask,Sólstafir,,,group,who's going to see solstafir?,who's going to see solstafir?,0.567420814479638,0.07777777777777777,1.0,
gemma27b,590,2.0,3.0,0.32348024316109425,True,commitment,persuasion,commitment_plan,other,Leo says he is going to the concert.,Leo strongly encourages Noah to attend.,Leo,Leo,go to,persuade,Sólstafir concert,,,Noah,i'm going ofc!,nooo you have to come,0.3443809523809524,0.0,0.019999999999999997,
gemma27b,590,4.0,2.0,0.6024157838686173,False,uncertainty,commitment_check,other,commitment_plan,Noah wants to go but may have to stay late at work.,Noah expresses uncertainty about attending due to work.,Noah,Noah,may stay late,potentially attend,work,Solstafir concert,,,i'll have to see might have to stay late at work,"i'll have to see, might have to stay late at work...",0.3600943396226415,0.13548387096774192,0.986,
gemma27b,590,3.0,,,,information,,,,Ethan says the concert is on 21.11.,,Sólstafir,,play,,concert on 21.11,,,,21.11,,,,,omitted_reference_event
gemma27b,590,,4.0,,,,conditional_commitment,,,,Noah states his desire to attend but remains uncertain.,,Noah,,potentially attend,,Solstafir concert,,,,"i'll see and let you know, it would really suck to miss them",,,,extra_model_event
gemma27b,605,2.0,1.0,0.8153721682847896,False,permission request,request,question_request,question_request,Sean asks whether he may bring the dog.,Sean asks for permission to bring his dog.,Sean,Sean,bring,bring,dog,dog,Barbara,Barbara,May I bring the dog?,May I bring the dog?,0.5496913580246914,1.0,1.0,
gemma27b,605,3.0,2.0,0.784941724941725,False,permission,permission,other,other,Barbara allows Sean to bring the dog.,Barbara grants Sean permission to bring the dog.,Sean,,bring,allow,dog,,Barbara,Sean,"sure you can, Sean","sure you can, Sean",0.7917647058823529,0.0,1.0,
gemma27b,605,4.0,3.0,0.7325168918918918,False,offer,offer,commitment_plan,commitment_plan,Barbara asks whether Sean wants to stay overnight.,Barbara offers Sean an overnight stay.,Sean,,stay overnight,stay,Barbara's place,,,Sean,do you want to stay overnight?,do you want to stay overnight?,0.6021103896103897,0.5888888888888889,1.0,
gemma27b,605,1.0,,,,invitation,,,,Barbara tells Sean and Zac they can come over because she is home.,,Sean and Zac,,come over,,Barbara's place,,,,"I'm home already, you can come over",,,,,omitted_reference_event
gemma27b,605,,4.0,,,,acceptance,,,,Sean accepts Barbara's offer to stay overnight.,,Sean,,accept,,,,Barbara,,great! I thought about it,,,,extra_model_event
gemma27b,616,1.0,1.0,0.5202904238618524,False,announcement,report,other,inform_update,Jake says he pulled his first TOTW player this year.,Jake informs Tom he received a Team of the Week player.,Jake,Jake,pulled,received,TOTW player,TOTW player,,,I just pulled a TOTW my first this year,"Jake: dude, I just pulled a TOTW",0.3558077436582109,0.09999999999999999,0.6034330985915494,
gemma27b,616,2.0,2.0,0.6798753894080998,False,decision,plan,other,commitment_plan,Jake plans to sell the player after trying him in a few matches.,Jake intends to sell the TOTW player after a couple of matches.,Jake,Jake,sell,sell,TOTW player,TOTW player,,,yeah I'll try him in one or two matches he's not a good fit for my squads,Jake: yeah Jake: I'll try him in one or two matches,0.6640314960629922,1.0,0.6380184331797234,
gemma27b,616,3.0,,,,complaint,,,,Tom complains that he has had bad pull luck this year.,,Tom,,lack,,great players,,,,my pull luck sucks this year not a single great player,,,,,omitted_reference_event
gemma27b,616,,3.0,,,,explanation,,,,Jake explains the player doesn't fit his team.,,,,fit,,player,,Jake's squads,,Jake: he's not a good fit for my squads,,,,extra_model_event
gemma27b,616,,4.0,,,,agreement,,,,Tom agrees Jake will have enough coins to buy a better player.,,,,have,,coins,,Jake,,Tom: you'll have plenty of coins to buy someone that fits,,,,extra_model_event
gemma27b,616,,5.0,,,,confirmation,,,,Jake confirms that is his plan.,,,,buy,,player,,,,Jake: that's the plan,,,,extra_model_event
