,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
428,帕姆可能是在买东西的时候把手机落下了，道特说有办法找回来。,"帕姆失去了她的手机,她去购物了,她付钱的时候肯定把手机留在柜台上了,她跟每个商店都谈过,但没有人找到。她只有半年的手机。你可以在屏幕上展示一些东西。",31.91,13.04,23.4,68.59
429,有人在校园里遭到殴打和抢劫，不得不住院治疗。袭击者戴着面具。官方声明会和新闻报道一起发出。杜鲁门和罗德尼都认为尽管周围有摄像头，但校园安保不达标。,袭击者戴着面具 受害人在医院 报纸上会有一篇报道,33.71,18.39,22.47,63.7
430,黛博拉和内森想今天就开始收拾行李，因为他们明天没有时间。他们要给女孩们穿暖和的衣服，好让黛博拉的父母能带他们去森林。黛博拉和内森想单独呆一会。他们在离开前会吃点东西。内森6点左右回来。,内森和黛博拉明天要去旅行 他们要去骑自行车 Nathan下班后去看牙医,23.01,10.81,15.93,66.08
431,亚历山大觉得琳达老师的声音太乏味了。伊戈尔在课上睡着了。卡斯珀认为这是在浪费时间。他们打算在大学附近见面，然后一起去别的地方。,卡斯伯 亚历山大和伊戈尔明天不会和琳达先生去上课了,36.59,17.5,21.95,66.71
432,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,Judie的女朋友在华沙墨水里纹了1000欧元的纹身 Javier也想纹身,26.42,7.84,18.87,61.67
433,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,Sam Jessica和Sam Jessica将于8月15日下午2点左右 来到旅馆,42.31,36.0,42.31,74.31
434,玛莎和约翰策划了这次旅行。他们会和辛西娅、穆罕默德以及加文在海滩上度过一周。他们都将住在诺西贝岛上的旅馆里。,玛莎、辛西娅、默罕默德和加文要去马达加斯加呆一个星期 约翰在诺西贝找到一家好酒店,41.38,23.53,34.48,73.43
435,西普里安回复得太多了，惹恼了阿德丽娜。,"Cyprien出生在贾罗里,现在住在伦敦。他在Loughboroouogh受过教育,所以从某种意义上讲,他来自那里。在另一种意义上,他来自他母亲的阴道。",2.99,0.0,2.99,53.85
436,乔安娜的衣服弄脏了，艾瑟尔推荐她去雅盖隆斯卡3号的干洗店。,Joanna需要把衣服上的污点拿出来 Ethel建议在Jagielonska 3号买个便宜的干洗店,32.73,18.87,29.09,67.3
437,安娜向查理提议今晚吃披萨。但是查理拒绝了，因为他还在为所发生的事生气。,安娜和查理今晚会吃披萨 查理对发生的事很不高兴,55.56,34.62,55.56,74.94
438,天气寒冷，导致许多病人去纳丁的诊所看病。,"外面很冷,克里斯病了 杰森整天在城里跑来跑去",21.05,0.0,15.79,59.52
439,莱蒂西亚装有卡和文件的钱包丢了，所以需要借10美元。米兰达和劳拉给了她帮助。女孩们希望有人捡到钱包还给她们。,Leticia钱包丢了 她会尽快拿回来的,19.35,13.33,16.13,61.07
440,宝拉需要办公室的证明来提交申请。,Paula明天会从办公室拿到文件 申请截止日期是星期五中午,30.77,16.22,25.64,63.41
441,本和史蒂文今晚要去马可家吃披萨。,本和史蒂芬今晚会在马可吃披萨,75.86,51.85,75.86,88.13
442,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,丹尼尔拿走了泰伦斯的钱 泰伦斯找到了,41.51,23.53,33.96,71.23
443,利维没把垃圾丢出去，因为父母没有要求他这样做。但是露西会去丢的。,Levy还没把垃圾扔出去呢,30.77,21.62,30.77,67.5
444,威利和维尼轮流开维尼的红色野马跑车。,Vinny会借给Willy他的野马 Willy和Vinny每周几天一起游泳,21.62,5.71,16.22,61.7
445,塞吉在喝啤酒。林赛刚刚上完课，但不打算上下一节。和上周一样，林赛让一个同学在出席名单上伪造了自己的签字。,"Lindsey刚上完班,还想再上一个课,她叫另一个女孩把名字列入考生名单,而不是她的名字,上周她也这样做了。",37.78,11.36,24.44,67.93
446,杰森周末想去看多莉。多莉的朋友要和她合住一周。前两个月里，杰森一直在和露西合拍一部电影。杰森买了一个视频编辑器。,"多莉的朋友后天会来。 她会呆一个星期左右。 杰森和露西已经为这部电影工作了两个月。杰森购买了视频和编辑的应用程序,露西有剧本。他们现在需要制作一些东西。",52.1,27.35,40.34,75.82
447,杰瑞德和米歇尔以前经常一起出去。现在他想邀请米歇尔最好的朋友凯莉一起出去。凯莉同意了。,米歇尔和贾瑞德以前一起出去 贾瑞德想约凯莉出去,54.84,30.0,45.16,78.26
448,里夫没有寒假计划。布克要去意大利滑雪。多德森和崔西正在考虑去附近的海边住3到4个晚上。,多德森和特里什想去海边度冬假。里夫和布克喜欢山。,38.71,20.0,22.58,75.68
449,艾丽克斯今晚8点会来泽娜家喝一杯。,Zayna和Alex晚上8点在她家碰头喝一杯,45.16,20.69,45.16,72.95
450,格蕾丝和奥德丽在昨天的聚会上没说上话。格蕾丝就要毕业了，她不知道自己会申请研究生还是先休整一年。,Grace昨晚在派对上没和Oudrey谈 Grace很兴奋能很快毕业,21.54,6.35,15.38,62.22
451,娜塔莉想要莫妮卡的芝士蛋糕食谱。,莫妮卡 娜塔莉送配方 她著名的芝士蛋糕。,68.75,53.33,50.0,79.87
452,伊森很快就会把杰森的电话号码发给迪克西。,伊森会马上给迪克西·杰森的电话号码,80.0,60.61,57.14,84.11
453,阿曼达会再看一次《公园与游憩》。,阿曼达不喜欢公园和娱乐场 她不喜欢演主角的演员艾米·波勒,25.64,16.22,25.64,66.8
454,鲍勃买了一个新游戏，哈利目前买不起。,鲍勃买了个游戏 想和哈利一起玩 但是哈利没钱花,59.46,28.57,54.05,77.11
455,兰道尔正在商店里为西德尼买指甲油，西德尼正在向他解释她想要哪种粉红色。,兰道尔除了指甲油以外什么都买了 他不知道他应该买哪个,31.03,14.29,27.59,68.02
456,帕特对棒球和曲棍球感兴趣，他对篮球不是很了解。他计划某天和迈克打篮球。,"Pat不是足球迷,但他喜欢棒球和曲棍球。他喜欢公牛和公牛。他喜欢公牛和公牛。Pat也喜欢篮球,但比不上他以前喜欢的篮球。迈克总有一天想和Pat一起打篮球。",39.58,21.28,33.33,75.93
457,内特和朱莉的预约都满了。内特在注册系统上遇到了问题，所以他必须自己处理。,内特在第一天的晚宴上超额订票 他必须建立一个新文件,28.07,14.55,24.56,64.99
458,法拉与全班同学分享了他收集的化石，恩里克印象深刻。恩里克想让法拉为四年级学生展示一下自己的收藏。,"Enrique希望Farrah能再回来, 和他们的四年级学生分享她的收藏。",35.29,21.21,29.41,69.36
459,托马斯住的地方晚上的温度是零下3摄氏度。早晨有霜。佐伊在热带。托马斯星期天在贝尔钦峰附近散步。,"Zoey给Thomas发了一张照片,让他在寒冷的一天振作起来。Thomas在热带地区很好。星期天,他环绕Belchen高峰会散步。",28.57,12.2,23.81,65.6
460,崔妮、苏珊和琳达6点在大门口集合。,"Trinny, Susannah和Linda6点在正门会合",46.15,16.67,46.15,64.59
461,艾玛、彼得和丹尼尔明天要去亚眠。艾玛和丹尼尔厌倦了巴黎。艾玛和丹尼尔明天上午九点在艾玛家见面。,"Emma和Peter明天要去Amiens Daniel厌倦了巴黎,想看看乡下,早上9点在Emma家碰头",39.44,23.19,39.44,68.65
462,布莱恩和戴安娜打算买一个印着10%优惠券代码的猎豹打印宠物小屋。,"宠物店给Breenn和Dianne发了一份10%的折扣代码,供新客户退房时使用。",29.09,7.55,18.18,66.51
463,当旺达和休到达时，他们会迅速做好披萨然后开始。他们需要打好基础，早点准备好一切。,休和旺达要做披萨,36.36,9.52,22.73,66.69
464,詹姆斯通知说下一届aseees会议将在旧金山举行。克洛伊希望去夏威夷，詹姆斯认为不会去夏威夷举办会议，因为交通费用太高昂了。,1993年的最后一次会议因前往此地的高昂费用而受到批评。,20.78,10.67,15.58,62.67
465,吉姆追踪芬恩的45678号包裹，包裹明天会送到他手上。,Finn的包裹已经离开仓库 明天会交给他,37.84,17.14,37.84,69.39
466,11月邮件爆料的内容在dropbox上，无需发送。,Rhonda会将11月的电子邮件爆炸内容寄给珍宝。,47.06,25.0,41.18,70.65
467,德里克·麦卡锡8:15会从汤米的妻子那里拿一根安卓数据线。,Derek McCarthy需要一个小时的Android电缆 Tommy在波兰 给Derek McCarthy一个 Tommy老婆晚上8点15分给Derek McCarthy,13.79,0.0,6.9,59.08
468,朱迪要留下来过周末。德里克让朱迪在星期五和星期六给他的动物喂食。朱迪同意了。德里克周四会把钥匙交给她，并告诉朱迪细节。,朱迪会在周五和周六喂Derek的动物 她也会在周四给他钥匙,48.72,18.42,33.33,75.74
469,劳拉、凯尔西、乌娜和希德将在周四晚上8点10分去看《海王》。乌娜会买票的。,"劳拉,凯尔西和席德 星期四晚上8点10分去见水叮当 奥纳会为他们买票",60.0,41.38,60.0,78.97
470,罗伯想开始每天做30分钟的体育运动。格雷格已经做了60分钟。安娜想像罗伯一样开始锻炼。,他每天要做30分钟的运动 Greg Will和Anna都支持他,31.58,21.82,31.58,68.71
471,辛西娅会带班尼特去她新发现的一家小酒馆。,班奈特和辛西娅要去新开的 时髦小酒馆,61.11,23.53,50.0,80.05
472,洛伦佐从airbnb上拿了钥匙就去了房间，他在等威尔和阿曼达。,威尔在阿雷佐的火车上 他会从气桶里给那个人打电话 拿到房间的钥匙 威尔和阿曼达会在里面等他,51.52,21.88,33.33,71.88
473,沃克和布克计划整晚玩游戏。沃克会把布克想要的xbox游戏机带来。,沃克会带着他的Xbox,34.29,18.18,28.57,66.14
474,劳拉的妈妈今天早上去世了，安娜和克里斯蒂安对劳拉表达了他们的鼓励。,今天早上劳拉的妈妈去世了 安妮和克里斯蒂安现在想多陪劳拉,72.41,57.14,58.62,80.78
475,河水泛滥时，好几家咖啡馆被毁。修复费用高昂。,"河边的咖啡馆被水流破坏了,他们想重建咖啡馆,但费用很高。",40.91,19.05,36.36,76.77
476,凯蒂和安娜邀请卡尔顿和他们一起观看洛拉·阿里亚斯的电影，讲述他所看过的剧本的制作过程。他将在星期六早些时候到他们家来。,安娜邀请卡尔顿和他们一起 一起吃早饭/喝酒 然后他们就会抓住一只黄蜂,34.88,28.57,34.88,67.66
477,约翰给亨利发了布里斯托大便分类法。约翰在等亨利大便的照片，亨利今天早上大便形状很好，但是不愿意发照片。,约翰给亨利发了一张布里斯托尔·斯图尔特的照片 明天早上读。,46.58,36.62,46.58,73.73
478,玛丽和帕特丽夏一周后要飞往日本。帕特丽夏害怕长途飞行、地震和海啸。詹姆斯在安慰她。玛丽也试着去安慰帕特丽夏，但毫无效果。,帕特里夏和玛丽一周后就要飞到日本了 他们害怕长途飞行 地震和海啸,57.14,39.02,50.0,78.55
479,琳达拒绝接受美嘉给她花园的植物。她在离开前没办法种植这些植物。,琳达离开前不能做任何园艺,29.27,15.38,24.39,70.3
480,德拉德在群聊天室告诉她的哥哥，他说的话是错的。马伦达认为他之所以退出群聊，是因为他生气了，因为他脾气暴躁。德拉德拒绝道歉，也拒绝再次邀请他，因为她觉得应该受到责备的不是她，而是他。,Drade的哥哥走出了小组聊天室 因为他说了Drade不喜欢的话 Drade会向他道歉,32.73,16.67,21.82,65.04
481,凯特摔断了胳膊，她要去医院。她想知道她的医疗保险是否包括住院费用。格雷格建议她打电话给琳达或者问问前台的人。,"凯特断了胳膊,他们要送她去医院 格雷格不知道他们的医疗保险是否支付医院费用",61.18,40.96,51.76,79.72
482,查理的姐姐已经通过了最后一次大学考试。查理和弗兰克今晚会去庆祝的。,Charlie的妹妹刚通过大学的最后考试 Frank今晚和Charlie和他妹妹出去,50.0,18.52,35.71,72.52
483,贝拉想和克拉拉谈谈，她会在七点半后到她的住处。,贝拉想和克拉拉喝一杯 克拉拉7点前不会回来,43.9,30.77,39.02,75.09
484,约瑟·里基和阿曼达对新的一年充满了期待，因为他们在2019年夏天会去很多地方旅行。,"Jose和Amanda正在交换圣诞问候,他们期待着夏天和2019年,他们将前往古巴、墨西哥和泰国。",28.99,11.94,14.49,65.94
485,罗伯明天就回家了。罗伯和苏珊会在罗伯下班后一起吃晚餐。苏珊会做一些特别的菜。,Susan和Rob明天下班后一起吃晚饭 Susan会做特别的菜,58.18,41.51,54.55,76.42
486,丹妮丝和多米尼克明天有一场考试，会考二、三单元。,丹妮丝给多米尼克送去明天的测试: 2号单元和3号单元,57.78,32.56,53.33,77.03
487,在重新设计室内时，斯蒂芬寻找铜色的衣架。,"Sharon喜欢Steph在Ikea买的灯。她想买一些吊衣架,但不知道在哪里买。",18.6,4.88,18.6,62.13
488,安娜现在不能和彼得说话，她20分钟后会给他打电话。,安娜20分钟后会打电话给彼得,74.29,48.48,57.14,82.09
489,杰西把剃刀弄坏了，想借一下斯蒂格的。,杰西打破了斯蒂格的剃刀 想借它,73.33,42.86,46.67,79.76
490,玛丽给马特帕特里克的新电话号码。,Patrick将他的电话号码改为+44 7700 900777。,35.71,23.08,35.71,64.85
491,山姆大叔住过院，但并不严重。他和露西就像奇亚拉和伊冯的第二对父母。奇亚拉和伊冯两周前在芝加哥参加他们表妹的婚礼。伊冯在和一个阿根廷人约会。,"萨姆叔叔下班回来,他父亲在医院,但没什么严重 伊冯娜在和阿根廷人约会",40.0,19.35,33.68,70.99
492,托马斯会买黄油。他正在回家的路上。杰克正在做蘑菇汤，但要等托马斯来再开始煮。,托马斯会买黄油 杰克在煮蘑菇汤,58.33,39.13,54.17,76.09
493,海伦把笔记本电脑忘在家里了，需要它来做今天的报告。黛比会把它带去海伦工作的地方。,黛比会带海伦她的笔记本电脑来 海伦今天有介绍,58.62,32.14,34.48,72.11
494,杰西卡的植物正在枯萎。她不知道那是什么植物。波士顿用谷歌图片找到的。,杰西卡在她的生日时买了个植物 但没人知道这个名字 波士顿在谷歌图像上查过了,48.48,25.0,42.42,75.35
495,约翰和安妮要搬到伦敦，因为他在德国丢了工作，在伦敦找到了一份更好的it工作。安妮不想搬家。安布尔本来要在伦敦的公寓里住5年，现在却要搬家了。艾琳想把自己的房间让给安布尔，但安布尔计划和约翰和安妮住一起。,约翰和安妮要回伦敦了 约翰失去了在德国的工作 他在伦敦的一家不同的IT公司里得到了更好的报价,50.37,27.07,34.07,71.47
496,他们在弗拉特里斯楼上会面。,"维琪,格雷格,卢多维卡,欧蕊,米歇尔,马蒂和孩子们 晚上7点30分在弗拉泰利见面,下雨了",25.0,8.7,20.83,65.48
497,凯林定了明天的闹钟。,Kaylin给Amir寄了Cynthia和Joel的礼物 凯林为明天设定了三个警报器,42.42,19.35,24.24,70.88
498,凯拉想知道为什么威丹格尔的出场顺序不对。洛伊斯正在考虑删除她的帐户，因为她无法登录。洛伊斯在镇上看到凯拉的妹妹，她本该被禁足的。凯拉可能会告发她。,露意丝无法了解她的情况。 她想删除野生天使3 和野生天使4。她10岁时创建的。 她妹妹被禁足一个月。,29.36,11.21,20.18,66.29
499,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,娜塔莎会在下午5点半 在维辛尼特接查尔斯,56.52,31.82,34.78,75.47
500,西蒙之前在打电话，所以他没听到海伦叫他。卫生纸用完了，西蒙去给海伦拿些纸巾来。,海伦打给西蒙 他没听到她 他会给她拿些纸巾,55.56,30.77,44.44,74.98
501,外面正在下暴风雪。里基几年前和朋友去远足了。他们在野外租了个小木屋。,"外面有暴风雪,这让瑞奇想起他和朋友在山上远足的时候,他们在野外租了一个小屋。",63.64,40.62,60.61,83.37
502,约翰尼想和露西一起去演出。她更喜欢和麦琪以及她最好的朋友们一起去。他们将在下午 六点在她家见面，为晚上的活动做准备。演出晚上八点开始。,"6点30分Maggie会到她家,8点开始",16.22,8.33,16.22,62.26
503,明天是发工资的日子。杰克回家后，他和萝丝会讨论给每个人的圣诞礼物。,明天是发薪日 罗丝和杰克会给每个人买圣诞礼物,70.59,40.82,62.75,78.89
504,玛莎看了一部关于极简主义的纪录片。,"Martha看了一部关于最低程度的大师的纪录片,她对此有好感。她认为买一些能更久地为你服务的东西是个好主意,但很难记住你买的东西。",30.56,22.86,27.78,69.53
505,阿尔伯特第四次通过了驾驶考试。,Albert第四次通过了驾驶考试,80.0,78.26,80.0,84.36
506,贾亚已经四个月没在俱乐部见到拉维的妈妈了。拉维的妈妈已经被膝伤折磨5年了。拉维的妈妈听从医生的建议呆在家里。拉维会把贾亚的愿望转达给他母亲。,"贾亚在俱乐部里已经四个月没见到拉维的母亲了。他的母亲膝盖疼痛近5年了,医生要求她限制行动。",53.7,32.08,38.89,81.4
507,林恩和戴安娜很反感糖果宝贝，威尔伯试图证明这种生活方式，但贾斯汀不相信。,林恩不想和一个老人上床 史蒂维、威尔伯和凯琳在笑她,25.0,11.11,21.43,66.55
508,爱丽丝得了严重的流感，她忘了给自己接种疫苗。,爱丽丝得了可怕的流感 她没有接种任何疫苗,66.67,48.65,66.67,82.06
509,桑德拉在马尔科的聚会前给米拉买了一个礼物，并把它放在了房间里。她让马尔科把它拿过来。,昨天有人把米拉斯留在马可家 桑德拉在马可派对前买的 马可会带过来,46.38,17.91,28.99,70.14
510,妈妈会准备一些零食给史蒂夫吃。,妈妈会为史蒂夫打包东西的,46.15,33.33,46.15,77.02
511,撒利雅最近背疼。,Zariah最近背痛很多,42.86,33.33,42.86,77.51
512,詹姆斯想念汉娜，他们同意詹姆斯周六八点去接汉娜。,汉娜要睡觉了 詹姆斯周六八点来接她,52.63,38.89,52.63,78.82
513,瑞秋和卡隆今晚八点要去红狮酒吧喝酒。,瑞秋和卡伦八点去红狮酒吧喝一杯,75.0,60.0,75.0,88.3
514,维克多这个星期六很忙，所以不能给萨拉他们正在组织的活动帮忙。,Victor帮不了Sara这个星期六组织的活动,55.81,39.02,46.51,68.38
515,迈克和戴夫发现温迪变得更漂亮了。戴夫想泡她，但她和杰瑞在一起。他还是会尝试的。,Wendy从休士顿回来以后就变漂亮了 Dave很快会去勾引她的 Jerry是她的情人,28.12,6.45,21.88,63.52
516,帕特里夏现在不能说话。乔治会在大约一个小时后给她打电话。,乔治一小时后会给帕特里夏打电话,73.17,41.03,48.78,80.21
517,马里奥正在卢森堡的机场候机。,马里奥今天已经降落在欧洲的每个机场 他现在在卢森堡等,52.63,33.33,36.84,76.89
518,莉娜和布莱恩不喜欢他们的新教授。他们明天将在哲学课上见面。,莱娜和布莱恩不喜欢新教授 在12 -16页给他们做功课,61.22,42.55,57.14,75.67
519,艾文娜需要当地剧院的服装规定。布斯以前去过那里，他建议穿一些休闲的衣服。艾弗尔很惊讶居然还有剧院。,Booth那天去了当地的剧院 Elvinina被邀请了 不知道该穿什么,23.88,6.15,14.93,63.33
520,卡莱姆还在忙。,Callum有点忙,20.0,0.0,20.0,62.36
521,艾米丽在等雅各布，而公交车快要离开了。,Jacob正在去停车场的路上 巴士马上就要出发了,22.22,0.0,22.22,66.52
522,恰克告诉艾拉他和莫莉见面了，他编造了这个故事，因为事实上莫莉拒绝和他约会。,Molly在周五和Chuck见面 查克编了个故事,36.73,12.77,32.65,64.88
523,萨莉和丽塔非常喜欢伯恩斯的新专辑。丽塔也对弗洛伦斯明天发行的新单曲感到很激动。萨莉不知道这件事。,婆婆的新专辑《上帝拯救我们年轻鲜血》是丽塔的最爱 佛罗伦萨的新专辑明天就要发行了,34.15,17.5,26.83,65.15
524,格洛丽亚对自己的经济状况感到沮丧，她会好好计划一下自己的食谱。,"格洛丽亚太穷,不适合她的生活方式。她的治疗很昂贵。她做了寿司和虎虾。阿玛尼塔建议她应该更好地计划饭菜。",26.67,10.96,24.0,69.61
525,海利寄给詹妮和苔丝一张贝拉两周大时的照片。,Haley在Bella小猫的时候 发现了一张她的照片 现在Bella是中年人了,26.67,13.95,22.22,62.1
526,杰夫、彼得和米兰达想知道美国和全球经济会是什么样。,今年华尔街的圣诞节是19世纪末以来最糟糕的圣诞节。 彼得银行里的人很平静。 杰夫听了一些关于美国经济的电台播客。 他不是经济学家。 他认为全球经济在2020年代初会变弱。,25.26,12.9,18.95,63.72
527,出于嫉妒，亚莉克莎让伊桑去侮辱亨特。,Alexa和Hunter明天再谈,0.0,0.0,0.0,50.67
528,安还在学校，她7点会回家，这样她就可以和麦格见面了。,安有额外的数学课 她七点回家,33.33,5.88,33.33,67.14
529,罗伦娜不来参加聚会，因为她女儿病了。她打算和她一起去看医生。安和雪莉给孩子送去了祝福。,洛伦娜明天不能来参加派对 因为她需要带艾玛去看医生,41.27,26.23,41.27,74.27
530,伊贺和她的男朋友从星期一开始就没有坐在一起，因为他们不得不取消周末出游。这让伊贺非常生气。伊贺的男朋友没能说服一群人改变演讲的日期。,"Iga计划了周末和她男朋友一起出走,但是他们不得不取消,因为他不能说服他的团体改变演讲日期。他们从星期一起就不再在一起。",62.07,40.35,39.66,78.86
531,塞缪尔的语言是泰卢固语，在印度东南部使用。它有近9000万的使用者；它是从左到右写的；它基于婆罗门的手稿。泰卢固兰有23个省。少得可怜。“安娜”的意思是“哥哥”，“弟弟”是塔穆或塔玛杜。蒂姆55岁，塞缪尔35岁,"塞缪尔35岁,他讲泰卢古语,印度东南部讲一种语言,特卢古语是左对右写,以来自普优尼基人的布拉明语文字为基础,特卢古兰有23个省,有近9 000万人口,这里许多人不富裕,每月收入不到100美元。",38.04,19.88,28.22,70.64
532,如果商店里有梨味酸奶， 皮特会给珍买的。,皮特想买梨酸奶 珍只要他们有就买 如果他们没有 她不喜欢别的口味,52.17,13.64,26.09,66.59
533,伊芙、查理和妮可在入口处见面。,"夏娃,查理和妮可在门口开会",56.0,43.48,56.0,82.86
534,詹金一直在读关于灵兽的书，他被一只海豚所吸引。苏菲会选择一只狐狸。詹金明天会给苏菲带一包有灵兽的卡片。,詹金明天会带苏菲 她的精神动物卡,32.26,16.67,29.03,68.66
535,黛西要把她的rgs申请表寄给斯嘉丽。,Daisy已经给Scarlett寄了她的RGS申请表,57.14,38.46,42.86,68.51
536,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,凯蒂和克里斯蒂在派对后累了,64.71,50.0,47.06,81.32
537,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,Sam Carla和Sam Carla明天下午2点在黑木咖啡馆见面,51.06,26.67,46.81,72.21
538,丹尼尔会在莉莉的要求下找到租爆米花机的人。,Lily需要租一台流行玉米机 来参加办公室圣诞晚会 Daniel会查查他是否认识租房的人,25.93,3.85,22.22,63.28
539,路易斯不知道该送什么给莉莉和斯蒂芬作为结婚礼物。萨拉建议他查一下他们是否有礼物清单。,路易正在寻找的东西 买莉莉和斯蒂芬的婚礼。,33.9,24.56,33.9,69.27
540,克里斯又开始慢跑了。他的表现好于预期。马特现在因为心脏药物的影响，不能慢跑。但他回忆说，过去踢足球时，他在休息后也能表现得很好。,"克里斯今天尝试了慢跑。他做的很好。马特正在吃减慢心跳的药物。马特过去踢足球,在长期休息后第一次表演非常出色。",54.72,23.08,45.28,76.83
541,丹看过《惩罚者》第二季，埃里克觉得第一季比第二季好。他们都觉得《夜魔侠》停播很可惜。,"Eric 和 Dan 都看《惩罚者》第二季,他们认为比第一季好。他们都认为Netflix 终止了《达雷多邪恶》。",43.48,35.82,40.58,80.99
542,格瑞和希拉里明天下班后会去为格瑞买性感高跟鞋。他们也会买一些冻酸奶。,"Geri和Hilary明天下班后会去买鞋,他们还会得到一些冻酸奶。",65.45,45.28,65.45,78.56
543,雅各布和亚历克斯工作的公司的高层管理人员下周将从法国赶来。雅各布通过outlook获得了与他们会面的邀请。他们要求穿正装。,上层管理人员下周从法国赶来 雅各和亚历克斯通过《展望》接到了参加这次会议的邀请,59.09,44.19,47.73,75.77
544,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,琼安娜和桑迪会玩脱衣舞或裸体舞 琼安娜会带他们来,29.17,4.35,25.0,65.5
545,珍妮、杰瑞米和琼打算星期六去听音乐会，并同意事先在位于第八大道的巴塞罗那喝一杯。,Jenny Jeremy和Joan周六去音乐会 他们会从喝酒开始 音乐会在巴塞罗那第八大道,47.76,27.69,32.84,71.85
546,约翰不确定今天是否有训练，但马特说有。,约翰和马特今天有练习,59.26,24.0,44.44,73.86
547,乔治和布莱克要来开会。,乔治和布雷克来了,66.67,37.5,66.67,84.31
548,史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,史蒂夫5分钟前买了新的《梦剧院》专辑 Rob把专辑放在桌子上,44.44,27.91,40.0,71.68
549,马丁完成计划后将给亚历克斯买两瓶牛奶。,马丁几小时后会给亚历克斯买两杯牛奶,68.57,48.48,68.57,85.9
550,汉塞尔会让他姐姐给杰雷米回短信。,杰雷米的妹妹生他的气了 汉森会告诉她的,36.36,12.9,18.18,72.23
551,乔伊把她美容店的链接发给了彼得。,乔伊给彼得寄了一条链接 与她的美容店。,81.25,33.33,37.5,85.27
552,约什和他的好朋友们在他家过除夕。他们喝了些酒，玩了些桌游。埃玛那天晚上在海边度过，去了夜总会。午夜时分，她在海滩上。她现在病了。,艾玛去海边参观了几家俱乐部 她感冒了,21.92,2.82,16.44,66.39
553,安迪要工作到很晚，所以他八点前见不到苏。,安迪工作到4点 安迪8点就到,45.16,20.69,45.16,72.1
554,斯图尔特和莎莉发现现任总统无知无能。他们希望他能落选。斯图尔特会注意在即将到来的总统选举中是否有做志愿者的可能性。,Stewart和Shari对总统的所作所为很生气 他们想把他赶出去,18.42,5.41,15.79,59.54
555,莉迪亚和他互发性短信。莉迪亚不想追究这件事，因为他已经订婚了。莉迪亚会和他谈谈，因为他的所作所为是不公平的。,"Lydia在Facebook上加了一个男人,他接受了她的邀请。他们现在订婚了。他们在同一家公司工作。",21.43,4.88,16.67,61.26
556,达莉娅在一家律师事务所找到了一份新工作。,Daria在一家律师事务所找到了一份新工作,88.89,88.24,88.89,90.3
557,萨拉下周周一到周三休息。,"鲍里斯必须拒绝莎拉对PTO的要求,因为她在图腾杆上太低了。他会在一周后给她第一个选择日期。莎拉将有一个很长的周末。",12.9,0.0,12.9,58.27
558,布莱尔和恰克下班后要去诺娜·丽塔餐厅见婚礼策划人。诺娜·丽塔餐厅供应的意大利面条非常好。,Blair和Chuck下班后在Nonna Rita家见婚礼策划人,35.71,25.93,35.71,66.28
559,露丝收到了艾伦发来的邮件附件。,露丝还没有回复艾伦的邮件 他正在给她寄附件,52.94,31.25,52.94,74.54
560,佩恩和奥斯卡半小时后会在特里斯塔诺家喝咖啡。,Oscar和Payne半小时后会去特里斯坦诺餐厅喝咖啡,65.0,42.11,65.0,81.56
561,弗兰克爱霍普，霍普也爱弗兰克。,弗兰克和希望彼此相爱,34.78,19.05,34.78,69.46
562,卢克对吉娜的绘画天赋感到惊讶。吉娜给卢克发了一个pdf文件，里面有她昨天画的鹦鹉的照片。,Gina给Luke寄了一张她昨天画的鹦鹉的照片 她需要给他一个PDF文件,51.52,43.75,39.39,72.31
563,蒂娜和史蒂夫晚餐吃意大利面。他们会在史蒂夫完成工作后在停车场见面。他们会一起去买东西。,蒂娜和史蒂夫会在停车场见面 下班后去购物,50.85,38.6,47.46,79.14
564,特朗普表现得像个可鄙的傻瓜，而且情况越来越糟。鲁迪把他的采访链接发给了亨丽埃塔。,Rudi和Henrietta对Donald Trump关于国会议员的评论感到震惊。,3.57,0.0,3.57,56.73
565,科尔和路易斯坐在同一个房间里，却在发短信。,Luis不想Cole和他的室友说话,6.67,0.0,6.67,56.57
566,丹尼尔通过了驾驶执照考试。,丹尼尔通过了驾照考试,90.91,80.0,90.91,93.14
567,与安德鲁西蒙斯的单独会面将于明天在104室进行。萨缪尔·安德森和凯瑟琳·杰克逊不会出席，因为他有约会，她有补考。,"塞缪尔安德森和医生约好了 Katherine Jackson不会来,因为她有重考。会议将在Andrew Simmons的办公室104号房间举行。",48.28,18.82,29.89,72.53
568,罗西好些了，但还没好。,"Rosie今天感觉好点了,但不太好",38.1,10.53,38.1,70.01
569,泰需要翻译，维罗妮卡不会说法语。,维罗妮卡不会说法语 Ty需要翻译,92.86,84.62,64.29,86.31
