,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
615,Jill is bored and has watched YouTube. Nate is at work and will call Jill when he finishes it.,Jill is bored and needs to find a job. Nate will call her when he gets off work.,54.05,28.57,48.65,92.81,57.38
616,Jake has got his first TOTW this year. Tom doesn't have a great team. ,Jake just pulled his first TOTW this year. He will try him in one or two matches but he's not a good fit for his squads.,33.33,20.0,33.33,91.69,50.74
617,"Rosemary and Victoria would like to record the drums this weekend. Rosemary doesn't have a working laptop, whereas Victoria's tablet doesn't have enough memory for recording. Rosemary will try to borrow a laptop from somebody and will get back to Victoria later.","Victoria and Rosemary are going to record the drums this weekend. Rosemary doesn't have a working laptop, so they need to borrow one from somebody. Victoria has a tablet with 2gb ram, but it's running windows 10.",56.47,33.73,44.71,92.74,56.96
618,Cass sent her grandson Jordan £20 and a birthday card for his 11th birthday. ,Jordan got his birthday card and money on time. He likes Thomas the Tank engine.,32.26,6.9,19.35,89.27,36.43
619,Jane will be about 10 minutes late. Alex is waiting at the left entrance and they are going to attend a meeting. This might be the last opportunity for Jane and Alex to get through to them.,Jane will be 10 minutes late. She forgot to take the file with the xerox copies. Alex will be waiting for her by the left entrance.,47.62,19.67,34.92,90.52,43.81
620,Ken is having some bad days.,Ken is depressed and stressed out today.,30.77,18.18,30.77,93.29,60.26
621,"Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",Deana got a card from Constantine. Constantine was very happy. Deana found a pair of sunglasses in the empty place above the radio in the very back of her car.,51.52,21.88,42.42,90.26,42.29
622,Alice's dad is coming over for a month to decorate Jo's place. Kim's mom and Alice's parents are going to be here on Saturday. Alice and Kim will meet on Friday after 8 after Alice's yoga class. ,Alice's dad is coming over for a month to decorate Jo's place. Kim and Alice will meet on Friday after 8 pm.,69.7,62.5,69.7,95.09,70.93
623,The scariest place for Jessica was the Capuchin Catacombs in Palermo.,"Jessica tells Kelly about the scariest place she's been to, Palermo in Italy. It's the Capuchin Catacombs with 8000 corpses.",54.55,25.81,36.36,93.88,63.75
624,Maria wants to work as a freelancer. Spencer is an artist. The agency and social media help him to get new clients. He earns around £1000 a month. Spencer encourages Maria to develop her talent and to try freelancing.,"Spencer has a lot of commissions coming in. He gets around £1000 of work a month before commission and tax. He works 16 fixed hours at the cafe and works on his illustrations during the rest of the week. He wants to go part time next year, but it won't allow it for a year.",28.87,8.42,18.56,87.59,26.48
625,Tim wants to organise a board games night for his colleagues. Joe has some good ideas and tips on where to start. ,Tim is planning to invite some people from work over for a gaming evening. Joe ran the local club and gives him some tips on how to organize the event.,38.46,4.0,30.77,92.27,54.19
626,"Richard's, Holy's and Anne's project is due on December 15. Anne and Richard are meeting tomorrow at Starbucks down 8th street at 3pm. Holy's out of town, but she'll do some research tonight and send it to them.",Richard and Anne have a project due on 15 December. They will meet at Starbucks down 8th street after 3 pm tomorrow to start planning out the project. Holy will be back on Monday.,50.0,20.51,40.0,92.34,54.63
627,Gurdun has the flu. He is feeling better. Gurdun hopes he'll be back at the uni on Wednesday. Russ and his team won the last match. ,"Gurdun is feeling a little better after the flu. He might be back at the uni this week, but not tomorrow. His team won the last match. Gurdun and Russ had the same flu three months ago.",65.62,38.71,50.0,93.77,63.1
628,"Leo, Charlie and Oliver are watching a video with a bizarre prank. Charlie has ambivalent feelings. Leo and Oliver enjoy the video's weirdness very much especially moments 3:24 and 5:24.",Leo sends Charlie and Oliver a funny video.,29.27,10.26,29.27,89.43,37.35
629,Mummy and Thessalia send Christmas greetings to each other.,Mummy and Thessalia wish each other a happy Christmas.,66.67,37.5,55.56,97.58,85.67
630,JP doesn't want to play because it's time to go to work.,Samara has nothing new to share with JP.,18.18,0.0,9.09,88.89,34.15
631,"Michael can't leave the office before 8 PM, so he's unable to meet with Tom. Michael will call Tom tomorrow.",Michael can't make it today. He can't leave the office before 8 pm. He will call Tom tomorrow.,66.67,55.0,66.67,95.39,72.66
632,Dan wants Kevin to buy him a sandwich on his way to work.,Kevin will buy Dan a sandwich on his way to work.,83.33,54.55,75.0,96.81,81.09
633,Simon and Charlie admire Poland for its anti-immigration policy and the way it defends its values and interests. ,Simon and Charlie are discussing the current political situation in Europe. They discuss Poland's situation. They agree that Poland is one of the last countries unspoilt by uncontrolled migration and terrorism.,23.53,8.16,23.53,89.44,37.45
634,"Tilly was supposed to come home by 4 but she got a detention. The school was supposed to inform her parents about it, but didn't do it. Sam is coming back home. Tilly will be home in 40 minutes. She will call Sam then. ",Tilly had to go for detention. She will be home in 40 minutes.,34.48,21.43,31.03,90.35,42.8
635,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",Gloria and Mell are going to have a BBQ at Mell's place this Saturday. Gloria will prepare the food and drink.,48.15,26.92,44.44,92.53,55.72
636,Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,"Whitney and Shadrack will go to I-max cinemas to see ""Aqua Man"" the day it's released. Shadrack and his girlfriend will accompany them.",35.82,15.38,29.85,88.77,33.46
637,"Jacob, Jenny and George are telling each other what they have gotten for Christmas.",Jacob got a punchbag for Christmas. Jenny got training shoes. George got a cooking pot.,34.48,7.41,20.69,88.87,34.05
638,Lincoln has broken Hudson's toilet seat. Hudson will replace a hinge. Lincoln doesn't have to repay Hudson.,Lincoln broke Hudson's toilet seat. He will buy a new one.,45.16,20.69,45.16,93.42,60.99
639,Katherine will bring her to Kayla around 11.,Katherine will ask her dad if she can bring her at 11 am. Kayla finishes at 11.,48.0,17.39,48.0,92.52,55.65
640,Martin is going to help Lorena assemble a new desk. He is coming to her house tomorrow.,"Lorena needs Martin's help with assembly instructions for her new desk. He can't help her today, but he will tomorrow.",41.03,10.81,35.9,92.11,53.23
641,Amy gives Everett permission to give her number to Ralph.,Ralph asked Everett for Amy's number. Everett introduced him to Amy at the pub last week.,37.04,0.0,22.22,91.38,48.95
642,Diane is not happy with Ross prioritising work over spending time with her. ,"Ross has to work 2 hours tonight. Diane wanted to do something. Ross will be worn out after all hat work, so they will just chill at home.",14.63,0.0,14.63,86.42,19.54
643,"Ed, Valerie, Chris, Lor, Atnee, Jessica, Matt are laughing at the sinfulness of the sex without marriage.",Ed thinks sex is for married people and only for procreation.,14.29,0.0,14.29,85.77,15.67
644,Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.,Cristina and Gaya will meet next week to discuss the shoot. They will meet at Gaya's studio on Wednesday and Friday.,51.16,19.51,37.21,93.17,59.53
645,Matt and Tony want to go to the concert of Bon Jovi next July in Poland and are planning to buy the tickets that cost 250 PLN before they’re sold out. Phil will think about it and let them know.,"Bon Jovi are coming to Warsaw next July. Matt, Tony and Phil want to go. The cheapest tickets start from PLN 250.",53.97,13.11,28.57,91.38,48.95
646,Dan cooked a successful BBQ meal and will split the bill via Splitwise. He invites everyone who did not eat to remove themselves. ,Dan will split the food from the BBQ equally between everyone. There are no leftovers for Sara and Ashley. Eric and Gerardo cooked their own food.,32.65,8.51,20.41,89.14,35.68
647,Camila and Harper agreed to order a meal and watch a movie tonight.,Camila and Harper are going to watch Ugly Truth tonight. Harper will order a meal from the restaurant they talked about last time.,50.0,23.53,38.89,93.23,59.86
648,"Henry and Peter will be late for a birthday party. Michael and Vanessa are on their way. There was a serious accident, and Peter has no idea when they will manage to arrive. Henry will probably come before Peter.","Harry will be late for his birthday party. Michael and Vanessa are on their way, but Peter is stuck in a traffic.",49.18,37.29,45.9,91.3,48.48
649,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",Callan's Samsung S8 overheats and then it takes a while for it to restart again. He's going to the store to let them see it.,62.22,51.16,62.22,94.53,67.62
650,Mike is in London.,Mike is in London.,100.0,100.0,100.0,100.0,100.0
651,"Andrea's son is sick, she is taking a day off and taking him to the doctor's. ",Andrea can't come to work today because her son is sick. Patrick will take care of him for the next couple of days.,33.33,10.0,28.57,91.97,52.45
652,It took Phil a very long time to do the Christmas shopping but he probably managed to get everything. He will be home in an hour. Phil's apple pie will be in the oven when he arrives.,Nancy will make an apple pie for Phil. He will be home in an hour.,41.51,27.45,30.19,91.89,51.96
653,Piper will get paid tonight. Client liked Piper's work and wants to work with her on a long-term basis.,Bryan's manager will send the payment to Piper tonight.,32.26,0.0,12.9,89.21,36.05
654,"Richie and Clay saw a very good football game, with one football player chopping the ball back to his foot, which was particularly exciting. Jose has trust in that player. ",Pogba scored after his first 60 minutes.,5.41,0.0,5.41,84.41,7.65
655,"Sybille is angry, because she cannot make a reservation for the flight from Minneapolis to Paris. Air France managed to solve the issue.","Sybille's son couldn't get his flight yesterday, so she asked for it to be postponed. Sybille has trouble with online registration for the flight AF3581 from Minneapolis to Paris the 29th. She's angry because the flight is operated by Delta Airlines. Air France will contact Delta US.",42.67,19.18,29.33,91.08,47.16
656,"Natalia, Harriet and Lara will book flight tickets today.","Natalia, Harriet and Lara will book the flight today.",88.89,62.5,88.89,98.91,93.57
657,Hans asks Slade to bring the ball and come to the practice.,Hans wants Slade to come to the practice now. Slade will bring the ball.,76.92,50.0,53.85,95.67,74.35
658,"Holt asks his girlfriends some advice on a present for his sister on her 21st birthday. Treena recommends cosmetics, whereas Zula suggests DVDs or book series. ",Holt is 21. He wants to buy his sister a set of DVDs and cosmetics for her birthday.,44.44,4.65,26.67,90.61,44.37
659,Georgia sent a photo. Roxana and Summer advise Georgia to buy it.,Georgia will wear it to parties.,33.33,0.0,22.22,90.73,45.09
660,Miley is tired and doesn't want to work tomorrow.,Miley doesn't want to go to work tomorrow.,73.68,58.82,73.68,96.63,80.03
661,Greg asks Nina to accomodate him for two days while he's on a business trip.,Greg is coming to BG for a business trip. He will stay for two nights at Nina's place. Nina will pick him up from work.,52.38,15.0,28.57,89.53,37.99
662,Amal and Amir saw Beyonce's tweet. They think she's great.,Amal likes Beyonce's tweet.,47.06,26.67,47.06,94.49,67.38
663,Alec saw America's got talent. He sent a link to Alexa.,Alexa hasn't seen the last America's Got Talent. She likes the girl who is in the competition. Alec thinks she might win the edition.,31.58,16.67,21.05,88.22,30.22
664,"Kelly hasn't received the rent money, because John sent it to the wrong bank account. He will go to the bank to tackle the issue.",Kelly still hasn't received the rent money from John. John sent the money to 44-1278 but it went to someone else's account. John will have to go to the bank tomorrow and ask if they can re-send it to the right account.,55.56,31.43,52.78,92.35,54.7
665,James is heading to work so he's not watching the game.,James is going to work.,47.06,26.67,47.06,92.29,54.3
666,Lilian has already told them she is at Helen's place.,Lilian is at Helen's place because her phone battery died.,54.55,40.0,54.55,93.04,58.77
667,Freddy will sing at the school concert and send Simon 3 backing tracks.,Freddy will sing at the school concert on Friday. He will send Simon three tracks of songs he likes to sing. Simon will play guitar as well.,50.0,36.84,50.0,94.27,66.06
668,Tommy took a bus. He enjoyed the weekend with Wayne. They will talk in the evening.,"Tommy got home alright. His mum didn't pick him up from the station, so he had to take a bus. His parents are on their way. Tommy liked the weekend. They will do it again in the evening.",40.0,18.87,36.36,91.2,47.85
669,Trevor will meet Tobias at his place at 9 pm.,Tobias and Trevor will meet at 9 at Tobias's place for a beer.,66.67,27.27,41.67,93.93,64.03
670,Autumn has sewn a dress.,Israel hasn't sewn anything yet. Autumn hasn't checked the tests for a month because the dress wouldn't sew itself. Israel will see the whole dress soon.,23.53,0.0,17.65,90.17,41.78
671,Frances just got back from Vosges. She stayed a week in a farm house with Ferdinand and her dog Aiden. ,Frances is back from the Vosges. She had a great week there and didn't spend much money. She cooked and had meals in a local.,43.48,13.64,39.13,90.18,41.79
672,Paula cannot get past level 637 in her game. She will look up the cheats online. ,Paula hates the game with super hard levels. She can't get past 637 no matter what she does. Stewart suggests looking up the cheats online.,47.62,20.0,42.86,93.69,62.63
673,Calum and Bethany doubt you can earn 80 thousands as a computer investigator. Calum and Bethany can't imagine taking to customers all day.,There's an ad coming up for a computer investigator job that pays 80 thou. Bethany doesn't want to apply for it because she doesn't like talking to stupid users all day.,31.03,10.71,27.59,88.15,29.82
674,Jackie's sister is pregnant two years before she planned for it. Jackie is worried about her financial situation.,"Jackie's sister got pregnant. Jackie is worried about her. Jackie's brother-in-law earns enough money for his kids, but he doesn't have any debt.",42.55,26.67,38.3,90.86,45.84
675,Sean never gets up for the morning lecture. He needs to attend it at least once to get the notes.,"Mike, Joseph and Sean are going to the lecture tomorrow morning. They all make notes. They don't want to share them with Sean.",31.82,0.0,18.18,89.96,40.49
676,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,Anna has a stomachache. She ate cereal with milk and a banana for breakfast. Joanna will get her a hot tea with some fresh mint leaves.,49.06,27.45,49.06,92.32,54.49
677,Ziggler will bring the passport tomorrow as reminded by Dolph.,Ziggler will bring his passport tomorrow.,62.5,42.86,62.5,94.35,66.51
678,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,Jeff and Kate are in the little room next to the reception. Kate noticed a woman making a cake with a huge penis on it. She is working in the small room under the stairs.,55.56,19.23,40.74,92.44,55.23
679,Larry has to read the E-mail again and make a decision with Kirsten afterwards. Kirsten has to convince her husband. Kirsten wants to include Jamie and John. Larry and Kirsten are going to arrange menorah in the lobby.,Larry and Kirsten are going to have a vote on insurance. They will ask Jamie and John for their opinion.,33.9,24.56,23.73,90.25,42.26
680,Somebody has to take the dog out. Chloe wants to go to Megan tonight and the father has to work late tonight. Chloe will have to come back home to let the dog out and then she can see Megan.,Lesley wants Chloe to take the dog for a walk when she gets home. Chloe is going to Megan's house tonight. Her dad has to work late tonight.,49.28,23.88,37.68,91.16,47.63
681,Natalie's wallet is in her room.,Natalie's wallet is in her room.,100.0,100.0,100.0,100.0,100.0
682,Rob is looking for Phil. Rob needs to talk with him. Phil will come over to his office tomorrow morning.,Phil is out of town. Rob wants to see him in person tomorrow morning.,41.18,6.25,35.29,93.07,58.94
683,Martin is asexual. Nicole doesn't want to break up for this reason. She wants to give their relationship a try.,Martin is asexual. He wants to break up with Nicole.,51.61,34.48,38.71,93.86,63.6
684,Mike suspects he might have had an allergic reaction to something.,Mike woke up with an allergy.,23.53,0.0,23.53,92.74,56.96
685,David wants to get a new tattoo but he doesn't know what exactly yet.,David wants to get a new tattoo but doesn't know what to get. Mike will go get one with him.,66.67,58.82,66.67,94.5,67.44
686,William is making spaghetti. Olivia will buy fresh tomatoes for William. Beth will buy chocolate.,Olivia will buy some fresh tomatoes and some chocolate for after the dinner.,50.0,23.08,42.86,92.32,54.47
687,Karen got stuck on the road from the swimming pool to Waitrose so wants Peter to avoid it. Peter is not leaving until 6 as he he has to finish his presentation. Karen will see Peter in a bit.,"There is a road blocked of and vans everywhere on the road from the swimming pool to Waitrose. Peter has to finish a presentation for the repairs team tomorrow. Eileen wanted him to do it, because Joe did a bad job last time.",43.9,25.0,36.59,88.56,32.24
688,Nick will let Matt know when he remembers what their internet connection is.,Matt and Nick don't know what internet connection they have. Nick usually uses his mobile service.,40.0,7.14,33.33,90.6,44.31
689,"Baron, Gabriel and Gavin have a match next week. Their tutor wants to join them.","Baron, Gabriel and Gavin are going to a match next week.",69.23,50.0,61.54,94.3,66.24
690,"Mia, Jennifer, Karine and Peter do not like Trump.","Mia, Peter and Karine are worried about Donald Trump.",55.56,0.0,33.33,96.48,79.14
691,Madison considers buying flight tickets to Thailand as she has found a cheap offer with 50% discount for children under 12.,"Madison saw an offer for Thailand. Tickets cost a lot, but the rest is extra cheap. Children under 12 get 50% off.",51.16,9.76,32.56,91.38,48.91
692,Tina has to learn Demi's approach how to transfer from hating men to dating them.,Tina wants to meet Patrick. Demi advises her to chill out with men.,34.48,0.0,34.48,91.25,48.18
693,Winnie has broken her leg and will not visit any time soon. Freddie will ask mummy to call Winnie up.,"Nanna has broken her leg, so Freddie will have to visit Winnie instead.",54.55,25.81,48.48,92.12,53.3
694,"Mark, Clint and Phil are going to watch ""Batman. New Beginning"" on Saturday, at 7. Mark will get the tickets.","Mark, Clint and Phil are going to see 'Batman' this Saturday at 7. Mark will get tickets for them.",76.92,59.46,76.92,96.55,79.58
695,Betty's house has mould due to condensation. Andy will send her a quote for the work needed by Friday.,"Andy has done some tests on the mould in Betty's spare bedroom upstairs and in the dinign room. He thinks it is caused by condensation. He recommends installing a fan system, or PIV system, which would circulate air to dilute and take some moisture out of the air. Andy's company will repaint the walls to get rid of the mould. Betty will send him a detailed quote for the work via email.",31.91,10.87,23.4,89.8,39.56
696,Warren locked the door.,Warren locked the door.,100.0,100.0,100.0,100.0,100.0
697,Aaron will give two lectures during the conference about relations at school at the Sesame Street. Claire will participate in mindfulness workshop.,Claire and Aaron are going to a conference about relations at school. Aaron is giving two lectures and he will be a host. Claire will go to Jo's workshop on teamwork.,44.44,23.08,33.33,91.87,51.85
698,"Rob wants to sell his flat, because it's too small. Rob will meet a friend tomorrow who has a flat to sell.",Rob wants to sell his flat as it's too small for him and his partner to have a baby. He's seeing a friend who's relocating to another city and offers a good price.,50.85,31.58,47.46,92.37,54.81
699,Evan will try to make Ethan come.,Evan talked to Ethan about the function. Ethan might not come. Evan will try to make him come.,56.0,34.78,48.0,94.25,65.93
700,Daisy is in Naples. Charlie recalls their meeting and wants to see her again. He will come to Florence to see Daisy between 1-5 September.,"Daisy is in Naples. She took a ferry early in the morning yesterday. She is seeing Rome, Florence and Venice. She will be in San Francisco from 1-5 September. Charlie wants to meet her again. Charlie will take a train to Florence.",46.38,23.88,34.78,92.31,54.42
701,Adele is still listening to the song which Code recommended. Kode will come to Adele's home today and will give her the whole album of the same singer. ,Adele is still listening to the song Kode recommended her. Kode gives Adele the whole Album in USB.,59.57,35.56,55.32,92.2,53.81
702,"Maddie is confused, because Leah told her that Ian was dating a girl named Claire. Ian met Claire about 1,5 years ago, but they barely knew each other.","Ian dumped Claire 1,5 years ago.",33.33,17.65,33.33,89.96,40.5
703,Violet will make an appointment at a waxing salon. Home methods don't work for her.,Violet is going on vacation and she's as hairy as a gorilla. Paisley has been in a waxing salon once and she doesn't like it. She recommends shaving with the grain.,20.41,8.51,20.41,89.57,38.19
704,Suzy urges Linda to follow her on Instagram and she obliges.,Suzy asks Linda to follow her on Instagram.,73.68,58.82,73.68,95.48,73.21
705,Sean reminds the guys about trade deadline today. Rick wants to vote. John will look at it after the season.,"Sean, Rick and John are discussing the trade deadline today. John needs a QB. John would like to get Lamar Jackson, but he's on waivers. John might have a way to drop the QB rule completely next year.",30.51,7.02,27.12,89.8,39.56
706,Lisa is no longer interested in the diet now Amelia has informed her that her mum put on weight doing it.  ,Amelia's mum was on a crazy diet and she gained 5 pounds.,23.53,0.0,17.65,89.93,40.31
707,"Carrie and Gina saw ""Fantastic Beast"" and liked it. Ginna loved Eddie Redmayne as Newt.  ","Carrie has just seen Fantastic Beast. Gina saw it last week and liked it. Alex was thinking of going this weekend with Lane, but he's seen some bad reviews. Gina loved Eddie Redmayne as Newt.",50.98,32.65,43.14,92.27,54.2
708,Emily's favorite color is blue. Amelia can't talk about the reason behind her question with Emily.,Emily's favourite colour is blue.,33.33,18.18,33.33,93.26,60.05
709,Mary moved to Southampton in December.,Mary moved to Southampton in December.,100.0,100.0,100.0,100.0,100.0
710,"He is no longer the teacher of Shanon, Victor, Oliver and Sid. He got fired today.",He got fired 2 days ago and thrown out of school.,37.04,16.0,22.22,90.0,40.73
711,Alex prefers the Flash to Barman and Superman thanks to his speed.,Alex likes the flash better than batman.,31.58,11.76,31.58,89.59,38.35
712,"Marek sent Adam a photo of man's bottom. Marek made this photo in the shopping mall, on the escalator. ",Marek sent Adam a picture of his ass. Marek found it on the escalator in the shopping mall.,68.42,44.44,52.63,95.47,73.18
713,Daniel's sister is visiting him. Daniel and Mark will meet at Mark's place for drinks.,It's supposed to rain so Daniel and Mark won't go to the river bank parties tonight. They will have drinks at Daniel's place. Daniel's sister Hannah is visiting.,53.06,25.53,32.65,91.99,52.52
714,Bart didn't do well this semester because he didn't study much. He played a lot fo StarCraft. Adrian did well thanks to paying attention in class,Bart bombed his economy final and ended up with a bad score. He didn't study as much as he should have. Adrian didn't do that bad in his economics class. Bart started playing StarCraft during school. He's not going to play games during school anymore.,42.11,13.51,26.32,89.22,36.1
715,Margot bought a bottle of nice wine for Nancy's birthday.,Margot bought a bottle of wine for Nancy's birthday. Yvonne hasn't bought anything yet.,74.07,64.0,74.07,95.72,74.65
716,Amelia thanks Lindsay for coming to Elliot's birthday.,Lindsay and Finlay came to Elliot's birthday party. Elliot loved it.,47.62,31.58,47.62,92.38,54.85
717,"Jennifer, Jack and Reece will match the latest Mad Max on Netflix tomorrow evening. Jack has already seen it.","Jennifer and Reece will watch ""Mad Max"" on Netflix tomorrow evening.",66.67,50.0,66.67,94.71,68.66
718,Sean believes his spirit animal is a tortoise and Tiffany's could be a wasp. ,Sean has decided that his spirit animal is a tortoise.,56.0,43.48,56.0,94.31,66.3
719,"Mary is back. Mary's baby, Susie, is doing great.",Mary is back home with her new baby.,44.44,25.0,44.44,93.17,59.52
720,"Patti and Greg's cat is getting better, so Patti will pick it up later. Patti will come back home at around 5 pm.",Patti's cat is fine. Patti will pick her up from the vet's at 5.,50.0,21.05,50.0,93.49,61.44
721,Kate is buying apples for herself and George. They have to wait for tangerines until next week.,Kate is at the grocery store buying apples and tangerines for George and herself for school tomorrow.,58.82,12.5,41.18,92.13,53.39
722,Sam bought the earphones which cost him £187 along with delivery expenses. The order should be delivered the next day.,"Sam wants to buy a new pair of earphones from Lia. The earphones cost £187, but Sam can have them delivered to him through courrier for £4. Sam needs Lia's address and telephone to collect the earphones.",29.51,6.78,26.23,89.43,37.35
723,Kelly and Mary will wear red dresses. Mary will wear a red lipstick too. ,Meghan and Mary will wear red dresses and bright red lipstick.,64.0,52.17,64.0,94.4,66.84
724,Kate wants to borrow Emily's blue handbag as she needs it for Monica's wedding. Emily will bring it with her to the office tomorrow. ,Emilly will lend her blue handbag to Kate for Monica's wedding on Friday.,50.0,21.05,30.0,92.17,53.62
725,Gina will come to room 112 on the 2nd floor to pick up Monica's usb. ,Gina will come to Monica's office to borrow a free usb.,55.17,29.63,48.28,91.46,49.42
726,Nathan is planning on buying a bike in spring. He will probably store the bike on some special hooks because his apartment is small. Nathan has also bought a stationary bike to keep fit.,"Nathan wants to buy himself a bike in spring. Aubrey suggests hanging it on the wall or in the hallway, but Nathan doesn't want to do that. Nathan also has a stationary bike and he does 25 kilometers everyday. His goal for the summer is 100 kilometers.",41.46,12.5,26.83,90.92,46.22
727,Parker and Jason both prefer DC Universe to Marvel. Jason is still downloading the latest episode of Arrow season 7. ,Parker and Jason like the DC Universe better than the Marvel Universe. Jason has downloaded the latest episode of Arrow season 7.,66.67,45.0,66.67,96.59,79.8
728,"Michael is returning from trip to Argentina, Brazil and Chile. He will be in Boston next weekend. Michael doesn't like his job, he thinks of quitting it and leaving London. Kai's been very busy recently. She has a conference on 8th of December.","Michael has been on a 2-week trip to Argentina, Brazil and Chile. He will be in Boston next weekend, because he found a cheap ticket. He is tired of his job and wants to leave London.",60.24,32.1,43.37,91.54,49.86
729,Carol will collect the excess fruit on Wednesday at 6 pm.,"Carol got more fruit from her garden. Jacob wants to make preserves with it, but Carol doesn't have time for that. Jacob will pick up the fruits on Wednesday at 6 pm.",40.91,19.05,36.36,92.34,54.61
730,Luca wants Molly to try harder.,Molly can't think today. It's the silly season.,12.5,0.0,12.5,89.7,38.99
731,Janette has mice in her kitchen.,Janette has got mice in her kitchen.,92.31,72.73,92.31,99.0,94.08
732,"Lawrence's almost done with the article, Madison needs it today.",Lawrence will be done with the article in a few minutes. The piece is needed by today.,42.86,23.08,42.86,91.83,51.62
733,Julia will call Ronald when she gets back. He has something to tell her.,Julia's parents are having a fight over where to eat. She doesn't want to eat with them anymore. She will call Ronald when she gets back.,42.86,30.0,38.1,91.74,51.03
734,"Agata has a new job, she's learning to code and she likes it. Guido doesn't understand her Facebook posts because he knows nothing about JavaScript.",Guido has trouble understanding Agata's posts on Facebook. Agata has just started coding.,29.27,5.13,14.63,90.78,45.39
735,Alejandro and Luz are going to meet in 2 weeks for the first time. Luz knows Alejandro very well already. They talk about everything. Luz will be there on the 20th of December at 4PM. Alejandro will pick her up.,Alejandro and Luz are going to meet for the first time in 2 weeks. Luz will be there on 20th December at 4 PM. Alejandro will pick her up.,83.33,68.57,75.0,96.6,79.86
736,Sam started a career mode in FIFA.,Sam started the career mode in FIFA 19.,80.0,61.54,80.0,96.87,81.44
737,Ethan will buy Damian a kebab. Damian had a bad day.,Ethan will buy a kebab for Damian.,66.67,37.5,66.67,96.23,77.67
738,Adam hasn't visited his parents in six months and is coming over tomorrow. His flight will land an hour later than originally scheduled. Hannah will let Dad know.,Adam's plane has been rescheduled and he will arrive one hour later. He will be there in less than 24 hours. Hannah will prepare something for dinner for him.,30.51,7.02,27.12,88.94,34.49
739,Matthew has a cold. He will drink some orange juice and go to sleep.,Matthew has a cold. Lisa advises him to drink orange juice and make soup.,64.29,38.46,57.14,94.15,65.32
740,Joyce wants to take Kyle's car to get Harry. Kyle is taking the car to a mechanic. Joyce refuses to get Harry by bus. Kyle agrees to pick Harry up. ,Kyle will get Harry by bus because his car is making a weird noise.,35.56,13.95,22.22,89.72,39.08
741,"Bailey has plenty of clothes but she keeps buying new ones and she even had to buy four extra boxes for clothes at Ikea. Mikaela has the same problem, but she only had to buy one extra box. ",Bailey has a lot of fabric in her closet. Mikaela had to buy a box of it at Ikea.,35.09,14.55,28.07,92.08,53.06
742,Toby proposed to Susan during their romantic weekend in a cosy hotel near the beach.,Susan spent a romantic weekend with Toby. They stayed in a 4-star hotel near the beach. They spent most time walking along the seaside. Toby proposed and Susan said yes.,47.83,27.27,39.13,92.7,56.74
743,"Eva is at a party, while Olivia is taking care of her daughter, Linta. Eva will leave soon and pick Linta up.",Olivia is having fun with her grand daughter Linta. Eva has to go home in an hour. Olivia will keep her ready and bring her a bottle of milk. Eva will drop her off tomorrow.,38.6,14.55,28.07,90.22,42.07
744,Laura and Jack are about to meet. Jack is running 10 minutes late.,Jack will be 10 minutes late. Laura will wait inside.,43.48,19.05,34.78,93.43,61.07
745,Michelle is not in favor of contemporary feminism movement.,Melissa is not ok with men acting like pigs and grabbing you whenever they feel like it. She had a friend get yelled at by a girl for 5 minutes because he held the door for her and said “Ladies first”.,8.0,4.17,8.0,86.57,20.43
746,Franks tells Zoe he loves her.,Zoe sends Frank a video.,18.18,0.0,18.18,92.16,53.53
747,"Josie finds Eco's novel ""Foucault's Pendulum"" nerdy. Josie would like to read Eco in Italian, but she's unsure of her language abilities. Stefano considers Eco's two novels and finds them difficult. Josie has read an unfavorable review of ""Foucault's Pendulum"" by Salman Rushdie.","Josie doesn't like Eco's Foucault's Pendulum. She would like to read one of his novels in Italian, but she's not sure her level of Italian is adequate.",48.1,25.97,43.04,91.19,47.81
748,"Evan can't come to his lesson tomorrow, because he's got the flu.",Evan has the flu and has to cancel his lesson with Dennis tomorrow. He will reschedule for next Thursday.,48.48,12.9,36.36,92.79,57.27
749,They will meet around 9 pm tonight to attend a free concert in the City Park.,Amanda is going to a free concert in the city park around 9 p.m. Patrick and Camille will join her. Later they will go party.,57.14,40.0,38.1,92.69,56.68
750,Bobby's most annoyed by pharmaceutical companies. He believes they invent diseases to make money. He discovered that one company is selling mints as medicine for an illness that doesn't exist.,"Bobby is annoyed by pharmaceuticals, medicine and drugs. He was watching a film last night and noticed a commercial of different medical products and so on. In the commercial they mentioned a name of an illness he has never heard of. He did some research and found out that it's not an illness.",27.91,4.76,20.93,87.95,28.59
